U     B-V     U-B     V-I     V-K     Mv   CL Typ    Teff   logg  Pop  Age     Mass   Mbol    Radius   [M/H]    [a/Fe]  longitude   latitude   RAJ2000     DECJ2000   Dist     x_Gal    y_Gal    z_Gal     Av       errMv     errMass     errAge     errTeff    errLogg    errMet     errAlphaFe     errBand_U  errBand_B  errBand_V  errBand_I  errBand_K                                                                             
  18.188  0.821   0.364   0.856   2.024   6.13  5 5.90    5265.  4.69   8  9.9493  0.878    5.952    0.702  -0.468   0.261    95.807442   59.437515  215.348465   52.693462   1.4425  -8.0742   0.7297   1.2571   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0073     0.0165    -0.0037     0.0139    -0.0038
  17.272  0.694   0.137   0.792   1.764   5.54  5 5.40    5732.  4.53   8 10.0833  0.888    5.438    0.778  -0.162   0.175    96.473602   59.157471  215.236221   53.128811   1.4484  -8.0837   0.7378   1.2585   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0274     0.0146     0.0210     0.0137     0.0003
  15.195  0.493  -0.184   0.648   1.437   4.06  4 4.60    6133.  3.90   8  9.8852  0.918    3.912    1.312  -0.985   0.299    96.673637   59.264584  214.990280   53.115623   1.4130  -8.0839   0.7172   1.2295   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0155     0.0196     0.0109    -0.0077     0.0001
  22.040  0.026  -0.588  -0.032  -0.213  11.72  6 9.00   12402.  8.00   8 10.0213  0.662   10.883    0.013  -0.411   0.244    95.823097   59.789207  214.952637   52.436832   1.4484  -8.0739   0.7251   1.2667   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0415     0.0074     0.0049     0.0163     0.0206
  23.640  1.353   1.190   1.698   3.446  10.27  5 7.00    3920.  5.08   9 13.9167  0.366    9.278    0.266  -0.478   0.271    96.496117   60.044304  214.260391   52.466633   1.4215  -8.0803   0.7053   1.2466   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0113    -0.0328    -0.0110    -0.0093     0.0160
  21.879  1.242   0.725   1.436   2.924   9.02  5 6.80    4169.  5.21   9 13.9497  0.353    8.284    0.376  -1.514   0.221    96.378395   59.405659  215.024551   52.910305   1.4561  -8.0823   0.7365   1.2684   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0257     0.0222    -0.0052    -0.0253     0.0160
  24.373  1.513   1.186   1.917   3.836  10.83  5 7.10    3729.  4.88  11 12.0069  0.199    9.489    0.273  -0.679   0.263    97.000008   60.118069  213.866638   52.572487   1.4280  -8.0867   0.7061   1.2531   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0050     0.0068     0.0005     0.0277     0.0068
  24.064  1.491   1.181   1.838   3.679  10.56  5 7.10    3735.  5.03  11 11.9788  0.418    9.335    0.288  -0.829   0.262    96.661194   59.739231  214.483704   52.752182   1.4190  -8.0829   0.7102   1.2406   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0200    -0.0085    -0.0010    -0.0232    -0.0122
  23.866  1.512   1.103   1.753   3.597  10.40  5 7.10    3760.  5.22  11 11.8799  0.422    9.179    0.305  -0.780   0.278    96.100098   59.940655  214.617310   52.415371   1.4306  -8.0761   0.7125   1.2532   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0056     0.0308    -0.0004     0.0028    -0.0165
  23.541  1.504   1.082   1.779   3.579  10.08  5 7.05    3827.  5.04  11 12.1407  0.532    9.022    0.322  -0.893   0.310    96.292175   59.383953  215.102951   52.897602   1.4419  -8.0805   0.7299   1.2559   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0096     0.0465     0.0010     0.0019     0.0239
  23.490  1.418   1.118   1.757   3.540  10.08  5 7.05    3863.  4.85  11 12.0119  0.098    8.866    0.341  -0.999   0.314    96.474091   59.474834  214.888321   52.890289   1.4402  -8.0825   0.7268   1.2556   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0147    -0.0107     0.0102     0.0003     0.0183
  23.215  1.459   1.120   1.807   3.540   9.78  5 7.05    3802.  4.77  11 12.0717  0.368    8.713    0.358  -0.345   0.222    97.734192   59.735378  213.799316   53.101768   1.4470  -8.0981   0.7227   1.2648   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0114     0.0194    -0.0203    -0.0490     0.0154
  22.897  1.401   1.106   1.706   3.459   9.52  5 7.00    3821.  4.71  11 12.0193  0.312    8.559    0.377  -0.861   0.255    97.357178   59.847168  213.925323   52.895054   1.4470  -8.0931   0.7208   1.2662   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0060     0.0027    -0.0043    -0.0151    -0.0058
  22.714  1.411   1.123   1.662   3.386   9.34  5 7.00    3871.  5.00  11 12.1761  0.395    8.405    0.398  -0.859   0.304    96.579506   59.500523  214.793411   52.906013   1.4455  -8.0841   0.7288   1.2605   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0363     0.0102    -0.0284    -0.0227    -0.0046
  22.362  1.324   1.116   1.595   3.294   9.02  5 6.90    4065.  4.64  11 11.9427  0.531    8.101    0.437  -0.492   0.272    95.989586   59.717285  214.928162   52.546307   1.4511  -8.0764   0.7278   1.2681   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0342     0.0051     0.0139     0.0252     0.0190
  21.906  1.294   1.006   1.543   3.214   8.71  5 6.85    4134.  4.83  11 12.1712  0.453    7.952    0.457  -0.766   0.286    96.513680   59.498085  214.837891   52.885952   1.4541  -8.0837   0.7333   1.2678   0.080    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0381    -0.0050     0.0042     0.0023    -0.0160
  21.844  1.265   1.009   1.427   3.048   8.73  5 6.80    4236.  4.69  11 12.0363  0.583    7.803    0.476  -0.900   0.321    96.944916   59.947956  214.081329   52.685268   1.4443  -8.0875   0.7180   1.2652   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0087    -0.0314    -0.0293     0.0163    -0.0009
  21.609  1.230   1.016   1.468   3.069   8.46  5 6.75    4289.  4.67  11 11.9883  0.521    7.657    0.495  -0.790   0.253    96.896019   60.124126  213.925598   52.534618   1.4460  -8.0865   0.7151   1.2688   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0071     0.0078     0.0309     0.0058    -0.0174
  20.543  1.087   0.820   1.222   2.734   7.74  5 6.50    4577.  4.82  11 12.1010  0.594    7.078    0.558  -0.774   0.333    95.801376   59.511124  215.271088   52.636700   1.4522  -8.0745   0.7330   1.2664   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0006     0.0038     0.0167    -0.0319    -0.0145
  19.706  0.970   0.690   1.050   2.474   7.18  5 6.35    4750.  4.75  11 12.1116  0.616    6.779    0.587  -0.790   0.285    97.101540   59.524872  214.432892   53.059704   1.4278  -8.0895   0.7186   1.2455   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0103    -0.0084     0.0174    -0.0096     0.0115
  18.321  0.837   0.259   0.849   2.021   6.35  5 5.95    5326.  4.55  11 12.1100  0.666    6.147    0.647  -0.686   0.280    95.807411   59.799412  214.951157   52.423965   1.4561  -8.0741   0.7287   1.2734   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0466     0.0282    -0.0214     0.0054     0.0036
  18.042  0.763   0.114   0.824   1.903   6.32  5 5.75    5267.  4.55  11 12.0126  0.829    5.982    0.667  -0.788   0.291    95.561859   59.626247  215.292236   52.469952   1.4484  -8.0710   0.7289   1.2646   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0001    -0.0032    -0.0362    -0.0125     0.0145
  17.260  0.659   0.073   0.809   1.707   5.66  5 5.45    5648.  4.52  11 12.0803  0.717    5.637    0.713  -0.538   0.242    95.428818   59.800190  215.182190   52.296032   1.4509  -8.0690   0.7266   1.2690   0.081    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0207    -0.0209    -0.0219    -0.0408     0.0366
  16.896  0.543  -0.065   0.750   1.650   5.49  5 5.15    5768.  4.45  11 11.8908  0.764    5.271    0.780  -0.551   0.242    95.538925   59.651138  215.278900   52.443722   1.4437  -8.0704   0.7260   1.2608   0.082    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0207    -0.0069     0.0456     0.0166     0.0002
  15.049  0.588  -0.119   0.730   1.660   3.71  4 4.95    5767.  4.03  11 12.0500  0.903    3.474    1.860  -0.917   0.307    96.458115   59.885986  214.453659   52.574329   1.4366  -8.0811   0.7162   1.2577   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0114     0.0133     0.0106     0.0344     0.0326
  23.773  1.535   1.117   2.040   4.100  10.22  5 7.15    3545.  4.83   5  4.0380  0.324    8.804    0.397   0.036   0.020    96.466064   59.826229  214.512878   52.622196   1.4677  -8.0831   0.7330   1.2838   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0105     0.0458    -0.0082     0.0065     0.0346
  24.227  1.521   1.148   1.884   3.775  10.62  5 7.15    3751.  4.85   8  9.9125  0.359    9.203    0.318  -1.114   0.287    96.474709   60.292458  214.009857   52.270962   1.4713  -8.0822   0.7245   1.2929   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0095     0.0009     0.0227     0.0096     0.0064
  23.179  1.441   1.183   1.745   3.620   9.64  5 7.05    3789.  4.84   8  9.9851  0.331    8.454    0.409  -0.181   0.229    96.299149   60.334953  214.072693   52.182190   1.4692  -8.0798   0.7228   1.2916   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0060     0.0306     0.0023     0.0188     0.0442
  23.189  1.360   1.246   1.700   3.629   9.58  5 7.00    3878.  4.82   8  9.9725  0.575    8.306    0.430  -0.101   0.123    96.186752   59.474495  215.070282   52.794243   1.5072  -8.0825   0.7611   1.3133   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0480     0.0206     0.0415     0.0257    -0.0020
  22.829  1.386   1.324   1.764   3.571   9.20  5 7.00    3866.  4.81   8 10.1460  0.448    8.158    0.448   0.484  -0.076    97.000221   60.119987  213.864502   52.571079   1.4796  -8.0898   0.7316   1.2979   0.083    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0158     0.0147    -0.0155    -0.0467     0.0066
  21.206  1.217   1.024   1.317   2.930   8.01  5 6.70    4291.  4.67   8 10.0033  0.518    7.302    0.557  -0.377   0.199    96.252266   59.535694  214.962143   52.770336   1.4932  -8.0824   0.7525   1.3020   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0266     0.0258     0.0115     0.0077    -0.0178
  21.072  1.263   1.319   1.308   2.950   7.57  5 6.60    4457.  4.66   8 10.1927  0.677    7.161    0.573   0.264  -0.001    97.048027   60.138000  213.815445   52.572472   1.4872  -8.0909   0.7349   1.3048   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0184    -0.0125    -0.0114     0.0159    -0.0278
  20.950  1.157   0.977   1.215   2.778   7.88  5 6.55    4492.  4.74   8 10.0239  0.647    7.018    0.590  -0.503   0.213    95.707695   59.636177  215.191422   52.512005   1.4960  -8.0752   0.7525   1.3058   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0028     0.0014    -0.0096    -0.0015    -0.0191
  19.892  1.025   0.635   1.063   2.516   7.29  5 6.40    4661.  4.50   8  9.9940  0.629    6.728    0.618  -1.009   0.322    96.968307   59.367115  214.688934   53.136101   1.5080  -8.0932   0.7627   1.3126   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0153    -0.0043    -0.0164    -0.0223    -0.0087
  18.616  0.896   0.359   0.877   2.087   6.43  5 6.05    5060.  4.61   8 10.1675  0.822    6.114    0.682  -0.593   0.263    96.562050   59.476871  214.830246   52.918076   1.5044  -8.0873   0.7591   1.3109   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0145     0.0261    -0.0326    -0.0109    -0.0046
  17.584  0.686   0.065   0.806   1.855   5.93  5 5.55    5545.  4.47   8 10.0468  0.775    5.613    0.748  -0.896   0.324    95.839539   59.626869  215.120117   52.563454   1.4633  -8.0753   0.7361   1.2775   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0538     0.0144     0.0018     0.0130    -0.0122
  16.832  0.667   0.113   0.728   1.571   5.10  5 5.15    5818.  4.53   8 10.0034  0.824    5.074    0.850  -0.259   0.168    97.230019   59.618748  214.249573   53.029720   1.5052  -8.0958   0.7552   1.3135   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0275     0.0095    -0.0162    -0.0280    -0.0044
  16.275  0.543  -0.076   0.675   1.530   4.93  5 5.05    5940.  4.68   8 10.0694  1.014    4.886    0.902  -0.950   0.241    97.192421   59.448421  214.456268   53.147896   1.4633  -8.0931   0.7380   1.2752   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0208    -0.0229    -0.0177    -0.0036     0.0039
  23.096  1.322   1.002   1.581   3.214   9.82  5 6.90    3996.  4.90   9 13.8241  0.488    8.946    0.300  -0.982   0.230    96.349281   59.159061  215.314041   53.085430   1.4941  -8.0847   0.7613   1.2978   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0035     0.0082     0.0079    -0.0148     0.0429
  24.366  1.507   1.167   1.902   3.766  10.70  5 7.10    3611.  5.10  11 11.9143  0.179    9.489    0.273  -0.622   0.241    96.600311   60.173214  214.058426   52.402203   1.5061  -8.0861   0.7441   1.3216   0.081    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0059     0.0102     0.0200     0.0116     0.0344
  24.126  1.522   1.152   1.926   3.813  10.54  5 7.10    3774.  4.95  11 12.0142  0.194    9.335    0.288  -0.409   0.262    96.789017   59.423069  214.743683   53.034222   1.4677  -8.0883   0.7414   1.2786   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0026     0.0362     0.0045    -0.0195    -0.0317
  23.975  1.474   1.141   1.780   3.705  10.43  5 7.10    3826.  5.05  11 11.8905  0.330    9.179    0.305  -0.795   0.305    95.496956   59.846077  215.090332   52.285011   1.4775  -8.0711   0.7388   1.2925   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0066     0.0000     0.0052     0.0269    -0.0615
  23.634  1.512   1.132   1.839   3.657  10.05  5 7.05    3810.  4.87  11 11.9384  0.238    9.022    0.322  -0.683   0.275    96.635063   59.185242  215.102036   53.162476   1.5051  -8.0891   0.7658   1.3076   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0100     0.0257    -0.0284    -0.0277    -0.0080
  23.444  1.479   1.118   1.690   3.533   9.91  5 7.05    3825.  4.89  11 11.9107  0.306    8.866    0.341  -0.840   0.271    95.215096   59.845455  215.262070   52.190212   1.5072  -8.0688   0.7540   1.3182   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0089     0.0125    -0.0254     0.0311    -0.0089
  23.245  1.375   1.104   1.694   3.420   9.87  5 7.05    3833.  4.82  11 12.0834  0.316    8.713    0.358  -1.001   0.298    97.247276   59.965755  213.870514   52.768547   1.4646  -8.0925   0.7272   1.2829   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0212    -0.0381    -0.0033    -0.0148     0.0279
  23.062  1.374   1.055   1.646   3.371   9.71  5 7.00    3960.  4.94  11 12.0926  0.408    8.559    0.377  -1.109   0.273    95.832474   60.098946  214.610748   52.208183   1.4725  -8.0746   0.7302   1.2915   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0114    -0.0076     0.0017    -0.0096     0.0038
  22.980  1.380   1.127   1.668   3.460   9.56  5 7.00    3908.  4.90  11 12.3221  0.525    8.405    0.398  -0.502   0.280    96.456985   59.626514  214.734299   52.770180   1.4771  -8.0840   0.7421   1.2893   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0315     0.0042    -0.0017     0.0025    -0.0455
  22.554  1.331   1.027   1.613   3.343   9.23  5 6.90    4001.  4.82  11 12.0063  0.558    8.252    0.417  -0.917   0.334    95.858627   59.955715  214.749695   52.324165   1.4936  -8.0763   0.7439   1.3079   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0080     0.0081     0.0161    -0.0064    -0.0282
  21.866  1.260   0.986   1.524   3.116   8.66  5 6.85    4090.  4.89  11 12.0338  0.322    7.952    0.457  -1.202   0.310    97.213356   59.539108  214.345459   53.085339   1.4948  -8.0951   0.7518   1.3034   0.066    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0318    -0.0038     0.0149    -0.0183     0.0141
  21.898  1.269   1.064   1.545   3.140   8.61  5 6.80    4052.  4.84  11 12.0343  0.465    7.803    0.476  -0.548   0.249    96.631920   59.670383  214.576324   52.794792   1.4845  -8.0866   0.7446   1.2963   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0228     0.0102     0.0247    -0.0161     0.0085
  21.606  1.207   0.910   1.441   2.977   8.53  5 6.75    4210.  4.73  11 11.9946  0.693    7.657    0.495  -1.022   0.301    96.839088   59.963749  214.131378   52.639061   1.4785  -8.0881   0.7348   1.2950   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0008     0.0031     0.0253    -0.0060     0.0148
  21.543  1.193   1.078   1.319   2.890   8.33  5 6.70    4293.  4.87  11 12.2620  0.357    7.512    0.511  -0.309   0.190    97.203087   59.993950  213.868927   52.732727   1.4863  -8.0932   0.7374   1.3021   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0121     0.0006     0.0133     0.0106     0.0346
  20.488  1.098   0.819   1.204   2.712   7.64  5 6.60    4354.  4.85  11 11.9306  0.582    7.224    0.542  -1.233   0.355    96.430336   59.705383  214.665710   52.701790   1.4993  -8.0847   0.7516   1.3096   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0080    -0.0466    -0.0256    -0.0064     0.0111
  20.162  1.062   0.799   1.092   2.607   7.37  5 6.45    4697.  4.73  11 12.1207  0.447    6.930    0.571  -0.735   0.284    97.446442   59.584175  214.146347   53.126377   1.4920  -8.0979   0.7490   1.3017   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0295    -0.0064    -0.0062     0.0101    -0.0176
  19.921  0.988   0.699   1.050   2.503   7.25  5 6.35    4766.  4.69  11 12.0535  0.634    6.779    0.587  -0.606   0.327    95.982201   59.804066  214.838226   52.478844   1.5013  -8.0787   0.7510   1.3126   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0045     0.0048     0.0216     0.0026    -0.0024
  19.309  0.990   0.556   1.008   2.380   6.80  5 6.30    4790.  4.70  11 11.8454  0.641    6.626    0.601  -0.732   0.254    96.088943   59.608337  214.985199   52.661140   1.4994  -8.0805   0.7543   1.3084   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0129     0.0429     0.0051    -0.0237    -0.0170
  19.040  0.849   0.384   0.989   2.246   6.80  5 6.20    4903.  4.53  11 12.1491  0.602    6.469    0.615  -0.944   0.321    95.783981   59.916607  214.837891   52.328613   1.5096  -8.0763   0.7528   1.3213   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0063     0.0093     0.0353    -0.0272     0.0092
  16.920  0.595  -0.152   0.746   1.705   5.53  5 5.30    5711.  4.62  11 11.9359  0.608    5.456    0.743  -1.192   0.294    96.518890   59.440773  214.896957   52.930920   1.4862  -8.0858   0.7507   1.2947   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0060     0.0239     0.0167     0.0239    -0.0096
  15.638  0.524  -0.191   0.621   1.452   4.41  5 4.80    6172.  4.32  11 11.8089  0.911    4.502    1.000  -1.051   0.345    97.042000   59.525864  214.470154   53.039444   1.4640  -8.0910   0.7369   1.2767   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0003     0.0282    -0.0087     0.0030    -0.0270
  24.324  1.555   1.155   1.909   3.914  10.58  5 7.15    3624.  5.17   8  9.9865  0.358    9.203    0.318  -0.814   0.238    97.172935   60.035439  213.844406   52.691174   1.5437  -8.0963   0.7650   1.3524   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0161     0.0424     0.0184     0.0602    -0.0323
  24.111  1.481   1.211   1.850   3.715  10.42  5 7.10    3711.  4.86   8  9.8424  0.504    9.052    0.334  -0.853   0.293    96.664482   60.372780  213.807785   52.270302   1.5491  -8.0889   0.7606   1.3616   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0097    -0.0550    -0.0220     0.0016     0.0133
  23.926  1.483   1.208   1.915   3.951  10.22  5 7.10    3649.  4.97   8  9.9719  0.458    8.902    0.353  -0.061   0.164    96.260475   59.492241  215.004379   52.805717   1.5292  -8.0847   0.7717   1.3325   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0114     0.0244     0.0135     0.0040     0.0000
  23.679  1.443   1.193   1.822   3.703  10.01  5 7.10    3753.  4.66   8 10.2308  0.486    8.753    0.371  -0.759   0.274    96.424286   59.525890  214.864288   52.835194   1.5538  -8.0882   0.7831   1.3542   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0047    -0.0294     0.0046     0.0261    -0.0059
  23.443  1.418   1.199   1.800   3.593   9.79  5 7.05    3797.  4.87   8 10.1030  0.270    8.604    0.391  -0.898   0.307    96.715225   59.797283  214.387207   52.725750   1.5599  -8.0918   0.7793   1.3631   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0321    -0.0312     0.0057    -0.0230     0.0000
  23.207  1.401   1.191   1.828   3.637   9.58  5 7.05    3889.  5.05   8  9.9643  0.331    8.454    0.409  -0.405   0.285    96.422890   59.268890  215.146118   53.028023   1.5471  -8.0884   0.7856   1.3448   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0003    -0.0198     0.0124     0.0025     0.0094
  22.901  1.433   1.156   1.738   3.543   9.33  5 7.00    3861.  4.82   8  9.9666  0.311    8.306    0.430  -0.671   0.264    96.239410   59.452343  215.061325   52.828568   1.5282  -8.0844   0.7721   1.3311   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0061    -0.0011    -0.0175     0.0250     0.0139
  22.705  1.387   1.092   1.656   3.399   9.21  5 7.00    3892.  4.74   8 10.0391  0.390    8.158    0.448  -0.920   0.287    97.021851   59.335403  214.688660   53.177937   1.5466  -8.0964   0.7829   1.3453   0.081    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0045    -0.0059    -0.0139    -0.0082    -0.0032
  21.745  1.308   1.068   1.442   3.113   8.38  5 6.80    4270.  4.72   8  9.9779  0.539    7.583    0.525  -0.619   0.264    96.208832   60.169201  214.304703   52.278572   1.5518  -8.0835   0.7674   1.3612   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0082    -0.0193    -0.0460     0.0106    -0.0411
  21.670  1.246   1.065   1.437   2.980   8.35  5 6.75    4228.  4.87   8  9.8233  0.634    7.443    0.542  -0.296   0.229    96.287933   59.164745  215.346985   53.060303   1.5444  -8.0867   0.7869   1.3411   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0267    -0.0094    -0.0103    -0.0400     0.0182
  19.689  0.978   0.832   1.030   2.407   6.83  5 6.35    4795.  4.70   8  9.9978  0.690    6.579    0.635  -0.040   0.126    96.819603   59.628578  214.502121   52.888256   1.5424  -8.0926   0.7743   1.3457   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0058     0.0251     0.0336    -0.0087    -0.0140
  18.585  0.857   0.260   0.892   2.091   6.47  5 6.05    5117.  4.49   8 10.0517  0.737    6.114    0.682  -0.948   0.311    96.580048   60.331394  213.903625   52.275009   1.5340  -8.0870   0.7543   1.3479   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0089     0.0397     0.0004    -0.0019     0.0107
  17.925  0.738   0.182   0.825   1.929   6.00  5 5.70    5302.  4.79   8 10.0085  0.849    5.785    0.723  -0.650   0.218    96.587997   59.178303  215.139893   53.151836   1.5296  -8.0899   0.7785   1.3286   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0124    -0.0041     0.0014     0.0239     0.0130
  17.352  0.707  -0.044   0.788   1.843   5.73  5 5.55    5492.  4.61   8  9.9340  0.803    5.613    0.748  -1.273   0.353    95.394630   59.720230  215.291092   52.343609   1.5116  -8.0717   0.7588   1.3204   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0139     0.0350    -0.0123     0.0178    -0.0113
  17.539  0.580   0.184   0.794   1.782   5.70  5 5.40    5624.  4.74   8  9.8335  0.854    5.438    0.778  -0.262   0.215    96.183556   60.087128  214.408188   52.332355   1.5586  -8.0837   0.7727   1.3660   0.065    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0036    -0.0577     0.0430     0.0287    -0.0012
  16.691  0.602   0.020   0.671   1.510   5.07  5 5.05    5884.  4.48   8  9.9449  1.121    4.886    0.902  -0.475   0.179    97.512871   59.877720  213.793030   52.921112   1.5343  -8.1007   0.7634   1.3421   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0257     0.0051    -0.0049     0.0176     0.0327
  15.933  0.488  -0.107   0.679   1.492   4.55  5 4.90    6066.  4.24   8  9.9715  1.144    4.502    1.023  -0.772   0.269    97.075012   60.025314  213.917130   52.667694   1.5202  -8.0935   0.7537   1.3318   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0087    -0.0131     0.0138    -0.0152    -0.0036
  15.593  0.482  -0.070   0.630   1.437   4.17  5 4.80    6075.  4.22   8 10.0642  0.959    4.109    1.198  -0.854   0.260    96.446823   59.664135  214.699982   52.738403   1.5327  -8.0869   0.7692   1.3378   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0291    -0.0119     0.0102     0.0114    -0.0049
  22.150  0.017  -0.565   0.018  -0.176  11.71  6 9.00   11738.  8.07   8  9.9856  0.549   11.138    0.013  -0.768   0.272    96.342941   60.209080  214.179565   52.291874   1.5454  -8.0848   0.7631   1.3561   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0447    -0.0107    -0.0233    -0.0225     0.0143
  23.798  0.253  -0.567   0.422   0.861  13.12  6 9.00    7651.  8.09   8  9.9191  0.419   12.997    0.013  -0.279   0.103    96.587448   60.415565  213.810410   52.213055   1.5295  -8.0866   0.7501   1.3451   0.082    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0472     0.0205    -0.0149     0.0167    -0.0027
