B     B-V     U-B     V-I     V-K     Mv   CL Typ    Teff   logg  Pop  Age     Mass   Mbol    Radius   [M/H]    [a/Fe]  longitude   latitude   RAJ2000     DECJ2000   Dist     x_Gal    y_Gal    z_Gal     Av       errMv     errMass     errAge     errTeff    errLogg    errMet     errAlphaFe     errBand_B  errBand_U  errBand_V  errBand_I  errBand_K                                                                             
  22.803  1.420   1.001   1.560   3.292   9.43  5 7.00    3943.  4.76  11 11.9626  0.411    8.405    0.398  -1.037   0.304    95.920921   60.023777  214.637848   52.293766   2.4191  -8.1247   1.2022   2.1105   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0231     0.0135    -0.0395     0.0043    -0.0134
  22.700  1.321   1.130   1.696   3.405   9.34  5 6.90    3926.  4.73  11 12.0694  0.494    8.252    0.417  -0.761   0.250    95.457123   59.710709  215.263382   52.371861   2.4348  -8.1168   1.2224   2.1174   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0020     0.0169     0.0318    -0.0081     0.0066
  22.309  1.335   1.022   1.531   3.249   8.99  5 6.90    3957.  4.79  11 12.0374  0.526    8.101    0.437  -0.838   0.337    96.917503   60.191677  213.840958   52.489666   2.4125  -8.1444   1.1905   2.1083   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0112    -0.0185    -0.0009     0.0442     0.0085
  21.444  1.187   0.958   1.312   2.884   8.27  5 6.70    4276.  4.67  11 11.9131  0.580    7.512    0.511  -0.727   0.295    97.215706   59.649017  214.226501   53.001858   2.4380  -8.1547   1.2222   2.1189   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0350    -0.0001    -0.0202     0.0252    -0.0160
  20.020  0.987   0.671   0.994   2.371   7.06  5 6.30    4823.  4.85  11 12.1643  0.693    6.626    0.601  -0.449   0.243    96.790627   60.301296  213.804840   52.365185   2.4119  -8.1413   1.1866   2.1101   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0165     0.0002    -0.0056    -0.0157    -0.0185
  19.661  0.874   0.416   0.874   2.222   6.78  5 6.20    5036.  4.50  11 11.9491  0.795    6.469    0.615  -0.968   0.324    97.547768   59.672680  213.986633   53.090752   2.4402  -8.1618   1.2215   2.1213   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0051    -0.0010    -0.0001     0.0532    -0.0011
  19.508  0.843   0.377   0.875   2.118   6.67  5 6.10    5072.  4.77  11 12.0150  0.630    6.310    0.632  -0.795   0.335    97.165001   59.883385  214.009964   52.805588   2.4570  -8.1538   1.2232   2.1403   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0225    -0.0061    -0.0247     0.0015    -0.0118
  19.180  0.763   0.162   0.875   2.052   6.43  5 5.95    5091.  4.61  11 11.9907  0.700    6.147    0.647  -1.264   0.330    97.324654   59.631405  214.174988   53.050667   2.4157  -8.1557   1.2113   2.0992   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0066     0.0309    -0.0077    -0.0108    -0.0203
  18.883  0.719   0.194   0.848   1.920   6.18  5 5.75    5323.  4.66  11 11.9862  0.633    5.982    0.667  -0.777   0.313    95.966049   60.019501  214.614731   52.311871   2.4274  -8.1261   1.2064   2.1176   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0292     0.0153    -0.0101    -0.0104     0.0221
  18.150  0.597  -0.088   0.751   1.668   5.57  5 5.30    5614.  4.60  11 11.9786  0.596    5.456    0.743  -0.733   0.235    97.067955   60.175095  213.763916   52.550270   2.4235  -8.1483   1.1962   2.1175   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0244    -0.0416    -0.0158    -0.0146    -0.0089
  18.221  0.613  -0.154   0.692   1.606   5.60  5 5.15    5743.  4.65  11 11.9905  0.738    5.271    0.780  -0.957   0.272    96.042725   59.641758  214.977554   52.620625   2.4561  -8.1307   1.2344   2.1343   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0252    -0.0138    -0.0153     0.0113    -0.0175
  17.691  0.518  -0.070   0.676   1.546   5.14  5 4.95    5947.  4.63  11 11.8925  0.804    4.892    0.875  -0.632   0.271    96.651527   60.309376  213.882645   52.314667   2.4582  -8.1410   1.2094   2.1504   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0266    -0.0135     0.0024    -0.0031    -0.0274
  16.924  0.515  -0.224   0.590   1.357   4.44  5 4.80    6204.  4.31  11 11.9464  0.853    4.305    1.080  -0.817   0.334    96.060951   59.525146  215.093719   52.713985   2.4202  -8.1296   1.2206   2.1008   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0180    -0.0451    -0.0202     0.0121     0.0288
  16.369  0.541  -0.099   0.654   1.439   3.80  4 4.60    6099.  4.22  11 11.8165  0.874    3.709    1.461  -0.421   0.256    96.923042   59.659142  214.403336   52.898861   2.4536  -8.1494   1.2304   2.1326   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0229    -0.0065     0.0087    -0.0043     0.0075
  22.843  1.404   1.169   1.754   3.529   9.40  5 7.00    3863.  4.80   8 10.0203  0.611    8.306    0.430  -0.650   0.300    96.268570   59.500141  214.990677   52.802494   2.4648  -8.1366   1.2435   2.1388   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0032     0.0363     0.0100    -0.0003     0.0076
  18.901  0.892   0.395   0.830   1.946   6.00  5 5.70    5247.  4.43   8 10.0274  0.753    5.785    0.723   0.067   0.046    96.165794   59.555336  214.994980   52.726616   2.4816  -8.1351   1.2502   2.1544   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0424     0.0055    -0.0407    -0.0111    -0.0378
  22.977  1.327   0.870   1.530   3.144   9.62  5 6.85    4145.  4.93   9 13.9431  0.267    8.779    0.318  -1.388   0.243    96.416260   59.210686  215.214371   53.069466   2.4735  -8.1415   1.2582   2.1399   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0306    -0.0100    -0.0084    -0.0221    -0.0029
  21.219  1.129   0.979   1.230   2.806   8.04  5 6.55    4430.  4.71   9 13.9149  0.720    7.491    0.472  -0.462   0.260    96.916679   60.154720  213.880356   52.517761   2.4700  -8.1480   1.2203   2.1574   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0037     0.0059     0.0115     0.0052    -0.0295
  23.098  1.394   1.097   1.679   3.454   9.68  5 7.00    3854.  4.77  11 12.1141  0.306    8.559    0.377  -0.735   0.324    96.438438   59.719276  214.645615   52.693985   2.4812  -8.1403   1.2432   2.1577   0.065    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0106    -0.0234    -0.0118     0.0116    -0.0020
  22.762  1.321   1.099   1.652   3.404   9.38  5 7.00    3977.  4.78  11 11.9227  0.555    8.405    0.398  -0.927   0.295    97.571953   59.799297  213.837402   53.000599   2.4877  -8.1649   1.2405   2.1650   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0348     0.0038     0.0104    -0.0136    -0.0341
  22.315  1.307   1.066   1.576   3.282   8.95  5 6.90    4109.  4.85  11 12.1726  0.521    8.101    0.437  -0.755   0.272    96.205833   59.821510  214.680527   52.539982   2.4930  -8.1355   1.2459   2.1701   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0101    -0.0073     0.0065     0.0146    -0.0096
  21.496  1.195   0.879   1.343   2.894   8.25  5 6.70    4229.  4.42  11 11.9259  0.549    7.512    0.511  -1.036   0.351    97.095810   59.419827  214.549606   53.138023   2.4927  -8.1567   1.2584   2.1610   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0083    -0.0124    -0.0114    -0.0056    -0.0337
  20.667  1.083   0.820   1.123   2.697   7.52  5 6.50    4469.  4.84  11 11.9072  0.534    7.078    0.558  -0.858   0.328    96.209480   59.690617  214.820190   52.639668   2.5065  -8.1368   1.2575   2.1789   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0089     0.0297    -0.0025     0.0390    -0.0107
  20.578  1.023   0.750   1.083   2.592   7.48  5 6.45    4606.  4.56  11 11.9661  0.407    6.930    0.571  -0.944   0.302    95.349007   59.911053  215.109024   52.187008   2.4994  -8.1168   1.2476   2.1776   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0126     0.0014     0.0083     0.0194    -0.0034
  20.317  0.991   0.682   1.007   2.471   7.27  5 6.35    4663.  4.67  11 11.9291  0.677    6.779    0.587  -0.694   0.291    96.143051   60.065033  214.456818   52.335777   2.4983  -8.1334   1.2395   2.1800   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0067    -0.0205     0.0015     0.0197     0.0003
  18.700  0.650  -0.036   0.844   1.892   5.99  5 5.60    5450.  4.54  11 12.0573  0.598    5.812    0.689  -1.457   0.339    96.521759   59.382500  214.958710   52.975807   2.4818  -8.1436   1.2558   2.1508   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0014    -0.0044     0.0128    -0.0120    -0.0223
  22.374  1.376   1.168   1.676   3.395   8.94  5 6.95    4009.  4.64   8 10.0396  0.624    8.012    0.468  -0.415   0.272    96.336212   60.296795  214.090500   52.223103   2.5159  -8.1376   1.2391   2.2004   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0028     0.0132    -0.0156    -0.0321     0.0002
  21.262  1.146   0.949   1.410   2.941   8.02  5 6.75    4253.  4.82   8  9.9860  0.569    7.443    0.542  -1.244   0.368    96.084648   59.531677  215.071762   52.717087   2.5176  -8.1353   1.2694   2.1850   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0561     0.0146     0.0106    -0.0103    -0.0022
  19.406  0.824   0.270   0.931   2.157   6.45  5 6.05    5106.  4.70   8 10.0745  0.754    6.114    0.682  -0.764   0.285    97.161461   59.559681  214.356934   53.052670   2.5500  -8.1611   1.2818   2.2135   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0232    -0.0427     0.0273    -0.0092    -0.0224
  17.493  0.562  -0.061   0.710   1.514   4.81  5 4.95    5930.  4.39   8  9.8642  0.991    4.696    0.958  -0.508   0.199    96.201057   59.968296  214.525070   52.427780   2.5485  -8.1378   1.2680   2.2213   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0256     0.0308     0.0145    -0.0277     0.0083
  16.297  0.513  -0.146   0.635   1.431   3.71  4 4.65    6086.  3.98   8  9.9130  0.947    3.713    1.465  -1.060   0.280    95.509544   59.878773  215.046890   52.264961   2.5288  -8.1218   1.2631   2.2023   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0045     0.0112    -0.0150    -0.0029     0.0265
  23.659  1.312   0.803   1.649   3.148  10.26  5 7.00    3956.  4.96   9 13.9653  0.206    9.278    0.266  -2.485   0.271    97.195557   59.703648  214.181213   52.953434   2.5191  -8.1592   1.2608   2.1901   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0027     0.0187    -0.0012    -0.0145     0.0092
  23.311  1.315   0.975   1.603   3.269   9.88  5 6.95    3896.  5.06   9 13.9610  0.297    9.113    0.282  -1.300   0.295    96.712143   59.264194  214.965973   53.128811   2.5553  -8.1526   1.2970   2.2113   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0058     0.0162     0.0048    -0.0294    -0.0121
  22.965  1.330   1.000   1.553   3.260   9.53  5 6.85    4050.  5.11   9 13.9947  0.421    8.779    0.318  -0.701   0.286    96.288261   59.419621  215.066345   52.869530   2.5316  -8.1411   1.2802   2.1945   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0228    -0.0075     0.0090     0.0221    -0.0128
  23.088  1.472   0.964   1.622   3.303   9.55  5 7.00    3951.  4.89  11 11.9707  0.405    8.559    0.377  -1.107   0.305    96.819794   60.087215  214.012482   52.538456   2.5568  -8.1514   1.2660   2.2312   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0339    -0.0539    -0.0521    -0.0381     0.0254
  22.604  1.320   1.063   1.695   3.396   9.13  5 6.90    3997.  5.04  11 12.0494  0.399    8.252    0.417  -0.666   0.267    97.553391   59.812458  213.835495   52.984509   2.5383  -8.1678   1.2652   2.2090   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0191    -0.0076     0.0496    -0.0099     0.0097
  21.657  1.215   1.064   1.472   3.052   8.31  5 6.75    4247.  4.89  11 12.0140  0.521    7.657    0.495  -0.586   0.303    95.426605   59.712315  215.280273   52.360321   2.5490  -8.1216   1.2798   2.2161   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0176     0.0115     0.0262     0.0048     0.0088
  21.188  1.197   0.974   1.301   2.887   7.89  5 6.65    4334.  4.82  11 11.9886  0.607    7.368    0.528  -0.496   0.249    97.625175   59.822262  213.778778   52.999760   2.5460  -8.1698   1.2685   2.2159   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0018    -0.0043    -0.0011     0.0214    -0.0154
  20.475  1.073   0.849   1.107   2.579   7.32  5 6.45    4543.  4.77  11 11.9913  0.681    6.930    0.571  -0.446   0.239    96.785896   59.969868  214.158371   52.617199   2.5524  -8.1509   1.2684   2.2248   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0161    -0.0026    -0.0244    -0.0216    -0.0048
  18.659  0.696   0.139   0.867   1.940   5.84  5 5.60    5450.  4.60  11 12.0774  0.503    5.812    0.689  -0.705   0.226    96.251701   60.261604  214.179794   52.222515   2.5359  -8.1370   1.2505   2.2170   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0106     0.0124     0.0261    -0.0160    -0.0510
  18.022  0.601  -0.056   0.715   1.569   5.33  5 5.15    5800.  4.52  11 11.9357  0.881    5.271    0.780  -0.550   0.272    97.031403   59.808380  214.174759   52.820053   2.5423  -8.1565   1.2689   2.2124   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0019     0.0039    -0.0136    -0.0101     0.0157
  17.446  0.577  -0.148   0.664   1.469   4.76  5 4.90    5987.  4.36  11 11.9484  0.781    4.698    0.935  -0.593   0.292    96.106026   59.975189  214.576370   52.391327   2.5542  -8.1359   1.2708   2.2265   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0398    -0.0213    -0.0043    -0.0156     0.0007
  16.200  0.621  -0.102   0.752   1.673   3.51  4 4.95    5610.  3.87  11 12.1693  0.818    3.474    1.860  -0.631   0.240    96.564728   59.841938  214.434097   52.642632   2.5165  -8.1445   1.2560   2.1909   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0097    -0.0492    -0.0059    -0.0047    -0.0019
  23.267  1.252   0.860   1.609   3.223   9.84  5 6.95    3983.  5.13   9 13.9396  0.257    9.113    0.282  -1.809   0.238    97.431015   59.685280  214.048920   53.043533   2.5931  -8.1693   1.2979   2.2535   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0276     0.0076     0.0245    -0.0317    -0.0175
  23.050  1.288   0.939   1.544   3.192   9.61  5 6.85    4030.  4.69   9 13.8334  0.161    8.779    0.318  -0.855   0.192    96.847725   60.044800  214.039856   52.579876   2.5977  -8.1547   1.2879   2.2657   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0028     0.0127     0.0074    -0.0164    -0.0227
  22.877  1.326   0.968   1.490   3.160   9.40  5 6.85    4076.  4.98   9 13.8854  0.422    8.614    0.337  -0.943   0.261    96.212524   60.284447  214.179520   52.192532   2.6047  -8.1397   1.2836   2.2772   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0270    -0.0082    -0.0025     0.0342     0.0039
  21.484  1.091   0.675   1.197   2.706   8.26  5 6.60    4349.  4.77   9 13.9863  0.575    7.645    0.456  -2.007   0.208    95.494011   59.648460  215.309448   52.430450   2.6090  -8.1262   1.3123   2.2664   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0441     0.0108    -0.0236     0.0262    -0.0077
  23.208  1.419   1.090   1.698   3.477   9.64  5 7.05    3893.  4.85  11 12.0770  0.367    8.713    0.358  -0.859   0.278    97.280617   59.861965  213.958710   52.859150   2.6075  -8.1659   1.2986   2.2700   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0050     0.0069    -0.0027    -0.0145    -0.0232
  23.066  1.392   1.053   1.642   3.341   9.54  5 7.00    3820.  4.94  11 11.9737  0.616    8.559    0.377  -1.225   0.266    96.852188   60.096111  213.982758   52.542038   2.5847  -8.1537   1.2794   2.2556   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0054     0.0255    -0.0045    -0.0137     0.0225
  22.670  1.330   1.195   1.681   3.387   9.20  5 6.90    4036.  4.82  11 11.9870  0.308    8.252    0.417  -0.437   0.293    95.539085   59.637169  215.294144   52.454128   2.5867  -8.1262   1.3014   2.2469   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0248     0.0453     0.0033    -0.0080     0.0136
  22.477  1.304   1.012   1.549   3.217   9.02  5 6.90    4011.  4.76  11 11.9094  0.466    8.101    0.437  -0.904   0.267    97.041985   59.520031  214.476440   53.043900   2.6014  -8.1618   1.3096   2.2569   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0016    -0.0016     0.0046    -0.0019    -0.0009
  21.242  1.184   0.861   1.260   2.802   7.96  5 6.65    4367.  4.69  11 12.0233  0.697    7.368    0.528  -0.897   0.304    97.682030   59.774750  213.791840   53.054649   2.5698  -8.1729   1.2820   2.2354   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0040    -0.0129    -0.0225     0.0162     0.0027
  20.641  1.120   0.790   1.098   2.552   7.40  5 6.45    4599.  4.71  11 11.9193  0.624    6.930    0.571  -0.664   0.278    96.096802   59.364868  215.247314   52.845863   2.5953  -8.1405   1.3150   2.2480   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0318    -0.0102    -0.0228    -0.0096     0.0257
  19.543  0.811   0.293   0.908   2.104   6.59  5 6.10    5125.  4.65  11 11.9941  0.702    6.310    0.632  -0.878   0.302    96.642181   60.028114  214.186462   52.526306   2.5894  -8.1496   1.2849   2.2581   0.080    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0189    -0.0039    -0.0049    -0.0140     0.0212
  18.139  0.577  -0.120   0.768   1.695   5.39  5 5.30    5669.  4.46  11 11.9227  0.751    5.456    0.743  -0.977   0.282    95.902168   59.806858  214.884659   52.450073   2.6025  -8.1346   1.3019   2.2645   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0067     0.0166     0.0148     0.0021     0.0029
  18.005  0.555  -0.151   0.696   1.552   5.29  5 5.05    5819.  4.41  11 11.9886  0.766    5.083    0.824  -0.783   0.348    96.539970   60.064983  214.211044   52.465130   2.6088  -8.1483   1.2934   2.2758   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0115    -0.0196     0.0068     0.0024     0.0107
  17.788  0.573  -0.101   0.672   1.484   5.10  5 4.95    6008.  4.29  11 11.9373  0.738    4.892    0.875  -0.912   0.216    96.797256   59.441387  214.718552   53.023052   2.5661  -8.1544   1.2955   2.2247   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0238     0.0250    -0.0098    -0.0124     0.0219
  17.098  0.478  -0.067   0.597   1.400   4.47  5 4.80    6089.  4.31  11 12.0899  0.843    4.502    1.000  -0.840   0.264    96.779037   59.282738  214.902695   53.137169   2.6080  -8.1573   1.3229   2.2571   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0335     0.0214    -0.0081     0.0285     0.0202
  17.243  0.493  -0.091   0.644   1.386   4.57  5 4.80    6146.  4.45  11 12.1441  0.882    4.305    1.080  -0.459   0.267    96.124741   59.272873  215.331146   52.924015   2.6030  -8.1419   1.3224   2.2526   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0168     0.0102     0.0320     0.0087     0.0310
  16.235  0.593  -0.113   0.754   1.673   3.50  4 4.95    5679.  3.78  11 11.9514  0.975    3.474    1.860  -0.828   0.330    97.182266   59.994778  213.881332   52.725456   2.5966  -8.1623   1.2883   2.2636   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0038    -0.0259    -0.0078    -0.0055     0.0067
  21.525  1.233   1.135   1.329   2.993   8.11  5 6.75    4274.  4.81   8 10.1257  0.573    7.443    0.542  -0.197   0.165    96.626007   59.497227  214.767410   52.923958   2.6519  -8.1553   1.3371   2.2999   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0003    -0.0028    -0.0068     0.0101    -0.0045
  21.150  1.150   0.847   1.275   2.834   7.80  5 6.60    4427.  4.74   8 10.0383  0.684    7.161    0.573  -0.832   0.340    95.781502   59.688011  215.088974   52.498337   2.6579  -8.1351   1.3347   2.3096   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0060    -0.0161    -0.0024    -0.0013    -0.0245
  23.460  1.297   0.734   1.620   3.070   9.98  5 6.95    4135.  5.25   9 13.9746  0.282    9.113    0.282  -2.224   0.228    96.840813   59.900467  214.197601   52.687965   2.6597  -8.1589   1.3244   2.3161   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0031    -0.0274    -0.0137    -0.0439     0.0026
  23.175  1.281   0.729   1.473   3.110   9.70  5 6.85    3951.  5.02   9 13.9575  0.416    8.779    0.318  -2.042   0.259    95.871605   60.107830  214.577255   52.214417   2.6463  -8.1349   1.3119   2.3093   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0257    -0.0062     0.0049     0.0315    -0.0167
  18.090  0.490  -0.303   0.708   1.539   5.41  5 5.00    5960.  4.59   9 13.9557  0.654    5.279    0.739  -1.902   0.261    96.967308   60.211273  213.789108   52.490467   2.6438  -8.1593   1.3038   2.3095   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0086    -0.0262     0.0028    -0.0186     0.0277
  23.168  1.403   1.074   1.693   3.443   9.59  5 7.00    3930.  4.96  11 12.0263  0.405    8.559    0.377  -0.818   0.261    96.232948   59.183563  215.361191   53.027531   2.6281  -8.1462   1.3384   2.2720   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0136    -0.0110     0.0033    -0.0006     0.0096
  22.396  1.348   1.010   1.529   3.243   8.89  5 6.90    4040.  4.89  11 12.1673  0.474    8.101    0.437  -1.092   0.341    96.501503   59.596855  214.738342   52.807335   2.6211  -8.1502   1.3180   2.2757   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0255     0.0094    -0.0072     0.0190    -0.0194
  21.861  1.239   1.020   1.443   3.020   8.44  5 6.75    4223.  4.86  11 11.9665  0.537    7.657    0.495  -0.707   0.236    95.860649   59.948959  214.755768   52.329899   2.6547  -8.1357   1.3224   2.3128   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0233    -0.0131    -0.0099    -0.0119    -0.0105
  21.262  1.199   0.934   1.254   2.771   7.89  5 6.60    4429.  4.79  11 11.9788  0.612    7.224    0.542  -0.367   0.180    96.710777   59.646477  214.552124   52.838890   2.6540  -8.1567   1.3319   2.3052   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0179    -0.0218    -0.0235    -0.0270     0.0039
  21.135  1.140   0.792   1.172   2.721   7.84  5 6.50    4537.  4.65  11 11.8302  0.434    7.078    0.558  -0.743   0.260    96.092262   59.603481  214.988480   52.665882   2.6171  -8.1405   1.3167   2.2724   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0307    -0.0242    -0.0041     0.0024    -0.0158
  17.882  0.546  -0.139   0.734   1.570   5.13  5 5.05    5858.  4.53  11 12.1292  0.790    5.083    0.824  -0.878   0.256    95.954727   59.411221  215.285461   52.763096   2.6326  -8.1390   1.3324   2.2812   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0171    -0.0155     0.0274    -0.0125     0.0181
  20.721  0.947   0.440   0.948   2.381   7.57  5 6.35    4796.  4.68   9 13.9016  0.523    7.025    0.517  -1.655   0.209    96.883217   60.058018  214.003571   52.581161   2.6956  -8.1612   1.3358   2.3509   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0246     0.0064    -0.0234     0.0156    -0.0265
  22.510  1.331   1.070   1.569   3.260   9.00  5 6.90    3980.  4.87  11 11.7832  0.477    8.252    0.417  -0.781   0.326    96.245140   59.305206  215.219238   52.940716   2.6745  -8.1485   1.3571   2.3148   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0336    -0.0200    -0.0237     0.0085     0.0263
  22.675  1.361   0.992   1.545   3.240   9.11  5 6.90    4107.  4.75  11 11.9964  0.536    8.101    0.437  -0.789   0.304    96.099800   60.149441  214.392899   52.257946   2.6748  -8.1415   1.3238   2.3350   0.080    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0309    -0.0089    -0.0113     0.0048    -0.0098
  21.053  1.114   0.974   1.289   2.833   7.71  5 6.60    4393.  4.70  11 11.9529  0.465    7.224    0.542  -0.745   0.235    95.323662   59.794632  215.252289   52.264545   2.6646  -8.1244   1.3348   2.3178   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0190     0.0185     0.0218    -0.0141    -0.0123
  21.085  1.118   0.939   1.159   2.737   7.74  5 6.50    4515.  4.67  11 12.0197  0.689    7.078    0.558  -0.440   0.272    95.800346   59.767441  214.990448   52.445454   2.7051  -8.1377   1.3551   2.3522   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0191     0.0024    -0.0136     0.0225    -0.0150
  19.919  0.850   0.488   1.027   2.248   6.83  5 6.20    4924.  4.68  11 12.0207  0.617    6.469    0.615  -0.783   0.282    96.614822   59.517715  214.752319   52.904747   2.6712  -8.1561   1.3460   2.3170   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0026     0.0207     0.0376    -0.0581     0.0143
  19.491  0.890   0.407   0.869   2.134   6.40  5 6.10    5089.  4.60  11 11.9791  0.538    6.310    0.632  -0.524   0.275    96.984581   60.095898  213.899750   52.584587   2.6829  -8.1627   1.3277   2.3407   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0200     0.0011    -0.0138     0.0252    -0.0077
