B     B-V     U-B     V-I     V-K     Mv   CL Typ    Teff   logg  Pop  Age     Mass   Mbol    Radius   [M/H]    [a/Fe]  longitude   latitude   RAJ2000     DECJ2000   Dist     x_Gal    y_Gal    z_Gal     Av       errMv     errMass     errAge     errTeff    errLogg    errMet     errAlphaFe     errBand_B  errBand_U  errBand_V  errBand_I  errBand_K                                                                             
  22.567  1.566   1.249   2.535   4.799  11.91  5 7.35    3283.  4.96   6  5.8526  0.410    9.983    0.270  -0.184   0.020    95.969940   60.003918  214.629211   52.324856   0.6366  -8.0331   0.3165   0.5663   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0305    -0.0132     0.0015    -0.0301     0.0295
  22.586  1.512   1.183   2.544   4.840  12.01  5 7.30    3348.  5.03   6  5.9498  0.331    9.921    0.276  -0.009   0.037    96.532204   59.177612  215.176498   53.133514   0.6264  -8.0365   0.3189   0.5529   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0264    -0.0089     0.0024    -0.0186     0.0408
  22.449  1.502   1.179   2.459   4.775  11.79  5 7.30    3390.  4.73   6  5.9361  0.256    9.739    0.293   0.069  -0.010    95.844345   59.453930  215.307373   52.693810   0.6529  -8.0338   0.3301   0.5773   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0069     0.0121     0.0118    -0.0040    -0.0302
  22.015  1.457   1.260   2.393   4.629  11.53  5 7.30    3274.  4.81   6  5.9885  0.401    9.675    0.299  -0.071   0.014    95.699318   60.073399  214.719482   52.183292   0.6211  -8.0308   0.3083   0.5532   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0449     0.0326    -0.0134     0.0125     0.0317
  21.835  1.440   1.176   2.400   4.663  11.29  5 7.30    3374.  5.03   6  6.1940  0.283    9.617    0.304   0.273  -0.014    96.640297   59.600018  214.646973   52.850887   0.6468  -8.0379   0.3251   0.5729   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0086     0.0236    -0.0202    -0.0081     0.0352
  21.576  1.489   1.121   2.254   4.418  11.04  5 7.25    3433.  5.07   5  3.8006  0.501    9.383    0.327   0.010   0.029    97.222549   59.762032  214.101868   52.917336   0.6187  -8.0392   0.3091   0.5495   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0057    -0.0219     0.0067     0.0074    -0.0186
  21.743  1.574   1.101   2.214   4.355  11.07  5 7.25    3589.  4.78   6  6.0290  0.476    9.267    0.339  -0.064   0.070    96.408112   60.363560  213.975540   52.195446   0.6382  -8.0352   0.3136   0.5697   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0211    -0.0398    -0.0011    -0.0192     0.0014
  21.654  1.608   1.201   2.173   4.301  10.98  5 7.25    3507.  4.93   7  8.4705  0.393    9.268    0.339  -0.238   0.017    96.898735   59.565929  214.519058   52.961899   0.6370  -8.0388   0.3203   0.5642   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0004     0.0158    -0.0316     0.0199     0.0119
  21.503  1.488   1.146   2.147   4.355  10.94  5 7.20    3473.  4.93   4  2.4780  0.307    9.190    0.348   0.020   0.019    97.237000   59.910568  213.935272   52.807766   0.6304  -8.0398   0.3135   0.5605   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0271    -0.0233     0.0009     0.0053    -0.0192
  21.348  1.565   1.168   2.147   4.299  10.73  5 7.20    3519.  4.92   5  4.0372  0.374    9.190    0.348  -0.193   0.052    96.075134   59.493511  215.119507   52.742420   0.6359  -8.0342   0.3210   0.5628   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0113    -0.0089    -0.0304    -0.0018    -0.0060
  20.984  1.512   1.193   2.047   4.138  10.39  5 7.15    3565.  4.80   5  3.8609  0.435    8.804    0.397   0.129  -0.019    97.191544   59.624607  214.268097   53.012733   0.6378  -8.0404   0.3200   0.5652   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0015     0.0203    -0.0139    -0.0146     0.0368
  20.192  1.461   1.262   1.864   3.791   9.59  5 7.05    3786.  4.76   7  8.4747  0.367    8.142    0.490  -0.338   0.026    97.001617   59.457958  214.569275   53.077961   0.6535  -8.0405   0.3296   0.5778   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0088     0.0315    -0.0131    -0.0199     0.0014
  20.013  1.449   1.209   1.808   3.749   9.47  5 7.05    3802.  4.75   5  3.8772  0.604    8.072    0.500  -0.058   0.045    95.800583   59.877209  214.870621   52.363583   0.6425  -8.0326   0.3208   0.5707   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0054    -0.0266    -0.0161    -0.0103     0.0107
  19.899  1.427   1.232   1.766   3.724   9.36  5 7.05    3889.  4.82   7  8.5258  0.725    8.005    0.509  -0.143  -0.017    96.863724   60.073586  213.999359   52.562984   0.6454  -8.0385   0.3197   0.5743   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0045    -0.0063    -0.0110    -0.0042    -0.0031
  19.099  1.390   1.329   1.732   3.554   8.63  5 7.00    3891.  4.61   5  4.0737  0.504    7.744    0.547   0.200   0.010    97.373634   59.520981  214.260925   53.151390   0.6401  -8.0417   0.3220   0.5666   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0123     0.0050    -0.0238    -0.0154    -0.0146
  18.657  1.326   1.319   1.586   3.275   8.16  5 6.90    4061.  4.59   7  8.6713  0.754    7.345    0.607   0.247   0.039    96.365059   59.578041  214.844940   52.776169   0.6580  -8.0369   0.3312   0.5824   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0136    -0.0025     0.0100     0.0198     0.0013
  17.262  1.117   1.066   1.207   2.834   7.07  5 6.50    4378.  4.82   6  6.1328  0.833    6.654    0.712  -0.187  -0.002    97.068344   59.892487  214.061874   52.767517   0.6251  -8.0386   0.3112   0.5558   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0040    -0.0054     0.0217     0.0095    -0.0582
  15.983  0.824   0.754   0.946   2.255   6.06  5 6.10    4920.  4.52   6  5.9921  0.743    5.725    0.860   0.036   0.017    96.394539   59.185421  215.256119   53.081051   0.6218  -8.0355   0.3165   0.5490   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0282     0.0272     0.0563     0.0352    -0.0263
  15.474  0.859   0.441   0.783   1.949   5.50  5 5.80    5190.  4.45   5  4.0157  1.043    5.290    0.932   0.003   0.064    96.063652   59.947861  214.632065   52.397919   0.6526  -8.0345   0.3250   0.5798   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0094    -0.0167    -0.0316     0.0497     0.0010
  14.201  0.599   0.040   0.670   1.502   4.57  5 5.10    5895.  4.26   5  3.8884  1.201    4.497    1.079  -0.233  -0.020    97.233368   60.069344  213.770416   52.684280   0.6318  -8.0397   0.3127   0.5625   0.066    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0272     0.0016    -0.0328    -0.0145     0.0004
  13.343  0.759   0.311   0.866   1.931   3.49  4 5.40    5340.  3.98   6  5.9711  1.259    3.211    2.346  -0.178   0.002    97.099686   60.083042  213.840683   52.631191   0.6297  -8.0388   0.3117   0.5608   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0130    -0.0159     0.0266    -0.0010    -0.0202
  23.638  0.560  -0.299   0.715   1.457  14.09  6 9.10    6118.  8.08   5  3.8517  0.876   14.160    0.012  -0.086  -0.027    97.219688   59.818230  214.044067   52.873234   0.6123  -8.0387   0.3054   0.5443   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0050     0.0127    -0.0169    -0.0121    -0.0354
  24.212  0.563  -0.245   0.808   1.413  14.56  6 9.20    5941.  8.09   6  5.8535  0.680   14.570    0.010  -0.457   0.025    96.415352   59.815990  214.555725   52.613270   0.6305  -8.0354   0.3150   0.5600   0.069    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0085     0.0304     0.0261    -0.0150    -0.0087
  23.197  1.402   1.222   2.474   4.760  12.69  5 7.30    3378.  5.13   8 10.1384  0.249   10.570    0.200   0.208   0.034    96.439339   59.652447  214.717346   52.744751   0.6385  -8.0362   0.3206   0.5660   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0259     0.0101     0.0027    -0.0081    -0.0339
  22.993  1.686   1.221   2.223   4.307  12.30  5 7.25    3482.  5.15   8  9.9413  0.068   10.333    0.215  -0.680   0.244    96.180725   59.960121  214.546432   52.427265   0.6147  -8.0331   0.3059   0.5471   0.066    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0164     0.0017    -0.0024     0.0088     0.0152
  22.637  1.578   1.232   2.260   4.400  12.06  5 7.25    3440.  5.15   8 10.0350  0.194   10.207    0.224  -0.263   0.209    96.316887   59.321915  215.155365   52.952457   0.6152  -8.0345   0.3120   0.5441   0.067    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0316    -0.0105    -0.0131    -0.0064    -0.0087
  22.365  1.561   1.202   2.181   4.348  11.67  5 7.25    3570.  4.90   8 10.2300  0.083   10.076    0.234  -0.296   0.177    97.426910   59.805069  213.924881   52.949841   0.6535  -8.0425   0.3259   0.5799   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0218    -0.0054    -0.0105     0.0289    -0.0004
  21.808  1.532   1.232   2.208   4.231  11.21  5 7.20    3480.  5.18   8  9.9211  0.312    9.796    0.258  -0.546   0.207    95.284164   59.723934  215.354248   52.303318   0.6201  -8.0288   0.3113   0.5506   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0115     0.0152     0.0255    -0.0096     0.0192
  21.698  1.471   1.177   2.129   4.138  11.20  5 7.20    3616.  5.04   8  9.9622  0.478    9.652    0.270   0.111   0.074    96.120171   59.967457  214.575989   52.401806   0.6117  -8.0326   0.3044   0.5445   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0064     0.0125     0.0136    -0.0299    -0.0173
  21.576  1.520   1.190   1.991   4.125  10.92  5 7.15    3679.  4.95   8 10.0456  0.199    9.505    0.285  -0.139   0.102    96.404404   60.372768  213.968109   52.187244   0.6549  -8.0361   0.3217   0.5843   0.080    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0004     0.0059    -0.0223     0.0299     0.0141
  21.368  1.531   1.216   2.026   3.936  10.82  5 7.15    3793.  4.95   8  9.9496  0.134    9.355    0.300  -0.679   0.288    96.739960   60.060642  214.090729   52.533070   0.6133  -8.0359   0.3040   0.5465   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0098     0.0165     0.0013    -0.0237     0.0043
  21.214  1.571   1.203   1.999   3.957  10.65  5 7.15    3698.  5.02   8  9.9553  0.218    9.203    0.318  -0.648   0.260    97.073082   59.805916  214.150833   52.835419   0.6144  -8.0381   0.3067   0.5461   0.080    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0138     0.0161    -0.0326    -0.0182    -0.0396
  21.022  1.530   1.185   1.949   3.970  10.40  5 7.10    3703.  4.94   8 10.0086  0.247    9.052    0.334  -0.362   0.185    95.420212   59.819965  215.165741   52.278481   0.6370  -8.0303   0.3188   0.5657   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0333     0.0119    -0.0046     0.0041    -0.0417
  20.768  1.485   1.239   1.847   3.800  10.15  5 7.10    3810.  5.03   8  9.9469  0.478    8.753    0.371  -0.343   0.248    96.405518   60.273258  214.072800   52.263325   0.6524  -8.0361   0.3215   0.5815   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0023     0.0369    -0.0126     0.0294    -0.0160
  20.303  1.426   1.226   1.828   3.752   9.72  5 7.05    3785.  4.87   8 10.1446  0.546    8.604    0.391  -0.607   0.253    96.320770   59.107349  215.389496   53.114403   0.6530  -8.0369   0.3332   0.5754   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0296     0.0189     0.0021     0.0255    -0.0577
  19.431  1.358   1.296   1.639   3.449   8.95  5 7.00    3923.  4.65   8  9.8283  0.588    8.158    0.448   0.019   0.120    95.676605   59.516888  215.342117   52.590019   0.6452  -8.0324   0.3257   0.5710   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0030     0.0386     0.0019     0.0111     0.0078
  19.344  1.342   1.076   1.556   3.299   8.91  5 6.90    3892.  4.76   8 10.0365  0.339    7.867    0.489  -0.828   0.312    95.467979   59.772121  215.189178   52.330067   0.6391  -8.0307   0.3203   0.5672   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0045     0.0166    -0.0088     0.0217    -0.0320
  19.178  1.343   1.336   1.607   3.280   8.68  5 6.85    4092.  4.70   8  9.9998  0.514    7.724    0.508   0.292   0.056    96.656593   59.420616  214.831116   52.992062   0.6560  -8.0387   0.3315   0.5798   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0088     0.0043    -0.0053    -0.0204    -0.0113
  18.779  1.325   1.058   1.468   3.077   8.41  5 6.80    4150.  4.71   8  9.8978  0.383    7.583    0.525  -0.711   0.284    96.176224   59.752209  214.774063   52.582306   0.6268  -8.0340   0.3139   0.5565   0.083    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0161     0.0333    -0.0298    -0.0051     0.0036
  18.237  1.183   1.076   1.316   2.950   7.89  5 6.70    4209.  4.68   8  9.9736  0.661    7.302    0.557  -0.385   0.209    95.314674   59.794777  215.257538   52.261395   0.6507  -8.0303   0.3260   0.5774   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0003     0.0058     0.0211     0.0234    -0.0262
  17.045  1.050   0.945   0.978   2.343   6.89  5 6.35    4836.  4.65   8  9.8661  0.614    6.579    0.635   0.146   0.055    95.934669   59.687283  214.994980   52.550350   0.6515  -8.0340   0.3271   0.5775   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0104     0.0117    -0.0358    -0.0021     0.0256
  16.992  0.944   0.714   0.935   2.280   6.91  5 6.25    4859.  4.69   8  9.9787  0.562    6.427    0.650  -0.218   0.218    97.354836   59.892422  213.879044   52.859413   0.6517  -8.0418   0.3242   0.5788   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0136    -0.0202    -0.0104     0.0181     0.0003
  15.121  0.659   0.014   0.727   1.645   5.34  5 5.25    5747.  4.49   8  9.8506  0.847    5.258    0.811  -0.458   0.236    96.383781   59.353954  215.077713   52.950962   0.6520  -8.0370   0.3303   0.5759   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0080     0.0187    -0.0246    -0.0062    -0.0146
  14.129  0.527  -0.094   0.627   1.464   4.60  5 4.90    6053.  4.39   8 10.0476  0.853    4.502    1.023  -0.810   0.283    96.995361   59.926262  214.072357   52.718136   0.6119  -8.0373   0.3043   0.5445   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0067    -0.0126    -0.0042     0.0184    -0.0015
  13.446  0.572   0.106   0.605   1.410   3.85  4 4.65    6085.  4.18   8 10.1923  0.930    3.713    1.465   0.037   0.085    96.581497   60.035439  214.216614   52.501076   0.6190  -8.0354   0.3071   0.5513   0.079    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0256     0.0202    -0.0144     0.0276     0.0157
  13.099  0.593  -0.054   0.724   1.517   3.51  4 4.80    5948.  4.02   8  9.9445  1.041    3.500    1.724  -0.579   0.219    96.789108   59.780495  214.358475   52.762646   0.6104  -8.0363   0.3051   0.5425   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0134     0.0029    -0.0075    -0.0333     0.0322
  21.469  0.111  -0.626   0.189   0.232  12.35  6 9.00    9539.  7.97   8  9.9729  0.521   11.985    0.013  -0.803   0.280    95.837471   60.016052  214.697296   52.271965   0.6192  -8.0315   0.3079   0.5514   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0158    -0.0036    -0.0281    -0.0162     0.0061
  20.917  1.460   1.163   1.878   3.779  10.36  5 7.10    3728.  4.94  11 12.0364  0.428    9.335    0.288  -0.799   0.322    95.771317   59.427959  215.381577   52.688255   0.6343  -8.0324   0.3210   0.5611   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0126    -0.0204     0.0193     0.0063    -0.0313
  20.682  1.469   1.081   1.692   3.452  10.12  5 7.05    3790.  5.03  11 11.7905  0.589    9.022    0.322  -1.086   0.290    96.168709   60.122932  214.378906   52.300468   0.6431  -8.0344   0.3185   0.5726   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0036    -0.0317    -0.0163     0.0158     0.0597
  20.347  1.451   1.137   1.828   3.597   9.86  5 7.05    3797.  5.02  11 11.8800  0.442    8.866    0.341  -0.620   0.300    96.355476   59.281010  215.175797   52.996162   0.6206  -8.0351   0.3151   0.5485   0.065    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0146     0.0012     0.0029    -0.0271     0.0187
  20.476  1.472   1.141   1.689   3.473   9.87  5 7.05    3807.  4.97  11 11.9840  0.317    8.713    0.358  -0.800   0.337    95.379784   59.902023  215.100220   52.204063   0.6582  -8.0309   0.3286   0.5845   0.078    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0164     0.0373    -0.0387     0.0050     0.0079
  19.903  1.395   1.101   1.720   3.456   9.43  5 7.00    3930.  4.67  11 11.9575  0.554    8.405    0.398  -0.427   0.277    96.328522   60.020657  214.389832   52.429974   0.6309  -8.0347   0.3133   0.5615   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0284     0.0060     0.0122    -0.0088     0.0054
  19.394  1.297   1.020   1.541   3.230   9.03  5 6.90    4147.  4.71  11 11.8627  0.413    8.101    0.437  -0.659   0.275    97.578163   59.634422  214.007339   53.130047   0.6264  -8.0418   0.3139   0.5555   0.082    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0214    -0.0111    -0.0045    -0.0011    -0.0152
  18.541  1.207   0.949   1.389   2.875   8.18  5 6.70    4256.  4.84  11 12.0091  0.432    7.512    0.511  -0.699   0.291    96.269676   59.936428  214.516815   52.474369   0.6523  -8.0357   0.3248   0.5795   0.068    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0121     0.0234     0.0090    -0.0208     0.0238
  18.262  1.139   0.995   1.303   2.913   8.05  5 6.65    4306.  4.75  11 11.9787  0.654    7.368    0.528  -0.700   0.267    95.529404   59.700115  215.230759   52.404205   0.6308  -8.0307   0.3168   0.5596   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0495     0.0067    -0.0046     0.0068    -0.0621
  22.990  1.474   1.267   2.619   5.052  12.28  5 7.35    3315.  5.12   6  5.8800  0.117   10.108    0.260   0.192   0.014    96.776604   59.406174  214.769974   53.042896   0.6830  -8.0410   0.3452   0.6029   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0068     0.0096    -0.0054     0.0080    -0.0098
  23.014  1.466   1.326   2.581   4.996  12.38  5 7.35    3236.  4.89   6  5.9588  0.337   10.111    0.259   0.114  -0.020    95.485291   59.893429  215.045639   52.245930   0.6626  -8.0318   0.3309   0.5882   0.072    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0173     0.0413    -0.0134     0.0359    -0.0075
  22.899  1.539   1.175   2.588   4.914  12.07  5 7.35    3374.  5.01   7  8.3997  0.188    9.983    0.270  -0.156   0.012    97.102715   60.163101  213.754562   52.570538   0.6941  -8.0427   0.3427   0.6171   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0190     0.0054     0.0125    -0.0178     0.0192
  22.843  1.465   1.208   2.570   4.950  12.10  5 7.35    3310.  5.05   6  5.9378  0.217    9.985    0.270   0.034   0.024    97.062485   59.527470  214.455292   53.044930   0.6953  -8.0434   0.3499   0.6142   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0139    -0.0217    -0.0056     0.0081    -0.0022
  22.600  1.548   1.268   2.415   4.718  11.84  5 7.30    3305.  4.93   7  8.4355  0.467    9.859    0.282  -0.268   0.010    96.421799   59.335014  215.074326   52.977985   0.6680  -8.0381   0.3386   0.5896   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0428    -0.0020     0.0079     0.0235     0.0018
  22.541  1.531   1.251   2.434   4.701  11.78  5 7.30    3399.  5.02   7  8.6447  0.459    9.798    0.287  -0.141   0.010    96.044075   59.376541  215.267654   52.819267   0.6743  -8.0362   0.3416   0.5952   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0263     0.0252     0.0174     0.0096     0.0281
  22.434  1.561   1.149   2.407   4.736  11.70  5 7.30    3395.  5.03   5  4.0085  0.208    9.738    0.293  -0.125   0.016    95.919685   59.539196  215.166504   52.655861   0.6663  -8.0348   0.3360   0.5893   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0005    -0.0165    -0.0155     0.0002    -0.0248
  22.590  1.594   1.173   2.402   4.679  11.68  5 7.30    3397.  4.91   3  1.3305  0.457    9.739    0.293  -0.046  -0.001    96.192604   60.186516  214.296173   52.260189   0.7091  -8.0380   0.3505   0.6303   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0140     0.0003    -0.0154    -0.0075     0.0013
  22.474  1.560   1.100   2.426   4.736  11.65  5 7.30    3493.  4.95   6  6.0488  0.248    9.739    0.293  -0.033  -0.031    96.135750   60.032883  214.495941   52.357624   0.6907  -8.0369   0.3430   0.6134   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0252    -0.0291    -0.0013     0.0036     0.0085
  22.217  1.524   1.178   2.420   4.690  11.49  5 7.30    3424.  4.98   5  4.1663  0.303    9.675    0.299  -0.011   0.010    96.642944   59.999668  214.216339   52.548206   0.6679  -8.0386   0.3317   0.5934   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0332     0.0329     0.0007    -0.0026    -0.0117
  22.165  1.589   1.133   2.353   4.624  11.39  5 7.30    3467.  4.82   7  8.6566  0.302    9.675    0.299  -0.124   0.018    96.894966   59.633144  214.449173   52.909481   0.6688  -8.0406   0.3356   0.5920   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0186    -0.0273    -0.0144     0.0171     0.0184
  22.322  1.549   1.204   2.348   4.621  11.57  5 7.30    3341.  4.97   6  5.9725  0.471    9.619    0.304  -0.224  -0.024    96.164505   59.266529  215.313004   52.942268   0.6702  -8.0368   0.3405   0.5911   0.071    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0105     0.0149    -0.0014     0.0051    -0.0104
  22.113  1.576   1.170   2.332   4.548  11.35  5 7.25    3484.  4.92   7  8.4272  0.506    9.500    0.316  -0.318   0.029    96.907486   60.148277  213.892975   52.519760   0.6634  -8.0397   0.3278   0.5904   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0173     0.0055     0.0053    -0.0258    -0.0227
  22.008  1.503   1.163   2.340   4.545  11.27  5 7.25    3458.  4.78   5  4.1257  0.326    9.501    0.316  -0.005   0.037    96.282196   59.218910  215.290817   53.017857   0.6725  -8.0377   0.3421   0.5928   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0231     0.0286     0.0229    -0.0026     0.0028
  22.000  1.486   1.183   2.312   4.547  11.18  5 7.25    3503.  5.05   4  2.4011  0.263    9.441    0.321  -0.156  -0.002    95.755928   59.771286  215.013626   52.427689   0.7006  -8.0354   0.3509   0.6203   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0235     0.0006     0.0341    -0.0057    -0.0101
  21.738  1.590   1.139   2.245   4.403  10.86  5 7.25    3360.  4.93   5  3.9969  0.409    9.328    0.333  -0.268  -0.048    97.137039   59.459324  214.480377   53.121407   0.6979  -8.0441   0.3519   0.6161   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0267    -0.0045    -0.0052    -0.0250    -0.0058
  21.538  1.518   1.144   2.126   4.298  10.70  5 7.20    3531.  4.79   7  8.4142  0.416    9.112    0.357  -0.157   0.032    96.726608   59.409832  214.798111   53.023510   0.7088  -8.0422   0.3582   0.6251   0.070    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0205    -0.0427    -0.0018     0.0230    -0.0031
  20.954  1.474   1.177   2.068   4.091  10.19  5 7.20    3570.  4.83   6  5.9477  0.656    8.880    0.387  -0.062   0.002    97.593872   59.606598  214.026581   53.156597   0.6994  -8.0468   0.3508   0.6183   0.076    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0096     0.0261    -0.0095     0.0126     0.0004
  21.369  1.521   1.187   2.040   4.145  10.56  5 7.15    3545.  4.83   4  2.4476  0.422    8.805    0.396  -0.097   0.047    96.083191   59.675678  214.915314   52.608757   0.7052  -8.0377   0.3540   0.6237   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0121    -0.0045    -0.0271    -0.0106     0.0108
  20.894  1.471   1.256   2.041   4.115  10.12  5 7.15    3563.  4.62   7  8.5460  0.391    8.654    0.417  -0.319   0.026    96.062340   59.644135  214.962692   52.625412   0.6971  -8.0372   0.3503   0.6165   0.075    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0250     0.0344     0.0148     0.0062    -0.0138
  20.780  1.482   1.198   1.980   4.127  10.02  5 7.15    3633.  4.73   6  5.8271  0.396    8.578    0.427  -0.088   0.015    95.464958   59.913067  215.036453   52.224529   0.6880  -8.0328   0.3433   0.6103   0.073    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0135     0.0130     0.0192     0.0260    -0.0215
  20.287  1.441   1.266   1.963   3.971   9.61  5 7.10    3705.  4.78   7  8.6345  0.483    8.356    0.458  -0.302   0.025    96.150764   60.070847  214.445892   52.333920   0.6749  -8.0361   0.3348   0.5999   0.077    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0261     0.0208     0.0132    -0.0198    -0.0021
  20.327  1.513   1.172   1.903   3.883   9.55  5 7.10    3863.  4.90   4  2.5566  0.447    8.283    0.469   0.003   0.036    95.880714   59.360764  215.387589   52.775455   0.6964  -8.0364   0.3530   0.6141   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200     0.0203    -0.0348    -0.0204    -0.0219     0.0177
  20.144  1.448   1.283   1.875   3.863   9.46  5 7.10    3728.  4.69   7  8.5073  0.377    8.210    0.480  -0.203   0.043    97.458855   59.705246  214.009796   53.037083   0.6893  -8.0451   0.3448   0.6102   0.074    0.0000     0.1000     0.1000    50.0000     0.1000     0.1000     0.0200    -0.0431     0.0049    -0.0281    -0.0305    -0.0052
