#Object	RA	e_RA	Dec	e_Dec	Distance	e_Distance	FeH	e_FeH	Parallax	e_Parallax	Teff_J-PLUS_W	e_Teff_J-PLUS_W	Teff_J-PLUS_Y	e_Teff_J-PLUS_Y	Teff_LAMOST	e_Teff_LAMOST	Tspec	e_Tspec	logg	e_logg
1608002534051520768	214.5647287	1.0111111111111111e-08	52.65088249	1.0527777777777778e-08	280.631622	4.235443000000004	-0.213	0	3.5319	0.0451	3614.158452	0	5908.2188	0	nan	nan	3599.8621	0	4.7405	0
1608004247742692608	214.5869048	8.805555555555556e-09	52.71208271	9.083333333333334e-09	1568.5011	90.71582000000001	-0.8725	0	0.619	0.0385	5368.63765	0	5309.0024	0	5497.88	0	5170.147	0	4.7031	0
1608003977160533376	214.630707	3.5e-09	52.69126574	3.583333333333333e-09	721.797424	7.782562499999983	-0.1223	0	1.3573	0.0151	5646.974527	0	5552.1479	0	5555.5	0	5668.897	0	4.5307	0
1608003904145283968	214.640834	2.0722222222222224e-08	52.67890274	2.113888888888889e-08	1080.27905	130.47735549999993	-0.3832	0	0.9425	0.0906	nan	nan	61863.9219	0	nan	nan	3712.9458	0	4.6018	0
1608003118167073792	214.6384194	1.511111111111111e-08	52.65962513	1.4777777777777777e-08	198.036575	2.7595440000000053	-0.5973	0	5.0208	0.0647	nan	nan	nan	nan	nan	nan	3502.8704	0	5.0018	0
1608003113872633728	214.6393703	1.9805555555555555e-08	52.65917828	1.952777777777778e-08	198.425522	3.0749205000000046	-0.5715	0	5.0237	0.0854	nan	nan	nan	nan	nan	nan	3386.5649	0	5.0475	0
1608015964413482880	214.5502184	1.55e-08	52.72172551	1.7027777777777777e-08	477.443024	14.171706999999998	-0.2729	0	2.069	0.0707	3983.351731	0	4217.7051	0	nan	nan	3598.6626	0	4.4894	0
1608001640698323712	214.633288	3.361111111111111e-09	52.64642242	3.4444444444444444e-09	183.170288	0.5844574999999992	nan	0	5.4334	0.0146	4032.075771	0	4026.2998	0	nan	nan	nan	0	nan	0
1608013941484658688	214.5059317	2.0222222222222222e-08	52.65257847	2.0611111111111113e-08	700.619507	47.30191050000002	-1.1033	0	1.4119	0.0902	4065.984848	0	4805.5283	0	nan	nan	3561.4604	0	4.4053	0
1608002190454136576	214.5181094	4.861111111111111e-09	52.6416787	5.027777777777778e-09	724.313049	11.776367499999992	0.1856	0	1.3545	0.0217	4934.332387	0	4923.7554	0	4976.06	0	4839.8389	0	4.3496	0
1608003152526812416	214.6677853	3.1833333333333334e-08	52.66650152	3.2611111111111114e-08	212.321625	5.874015499999999	-0.5025	0	4.6758	0.1375	nan	nan	56236.8828	0	nan	nan	3001.1292	0	4.6102	0
1608014005908364928	214.4829949	6.075e-08	52.67571546	6.158333333333333e-08	585.588684	86.5791625	nan	0	1.6811	0.2599	nan	nan	nan	nan	nan	nan	nan	0	nan	0
1608013975844411136	214.4878486	1.4972222222222222e-08	52.65401934	1.586111111111111e-08	2055.34009	290.94768999999985	-0.9099	0	0.457	0.0675	5308.649257	0	5333.7319	0	nan	nan	5120.4531	0	4.7138	0
1608001911280423680	214.5524834	4.9222222222222224e-08	52.61921162	5.655555555555556e-08	475.035797	51.32164	nan	0	2.1103	0.231	nan	nan	118154.1094	0	nan	nan	nan	0	nan	0
1608003285670007808	214.6752015	2.7805555555555554e-08	52.70118812	2.7972222222222222e-08	1505.44104	238.69885	-0.6042	0	0.6275	0.1225	4232.314489	0	4269.9219	0	nan	nan	3856.2522	0	4.8187	0
1608004694419302528	214.6400311	2.4777777777777777e-08	52.73142865	2.5583333333333334e-08	1478.53711	209.94030999999995	-1.4879	0	0.6355	0.1089	4740.546482	0	nan	nan	nan	nan	4492.6768	0	4.8721	0
1608013975844396928	214.4742304	8.055555555555556e-09	52.66542514	9.055555555555555e-09	3210.72412	399.347045	-1.6314	0	0.2935	0.0362	5723.058592	0	nan	nan	nan	nan	5473.1201	0	4.238	0
1608004419541554944	214.6762649	8.991666666666667e-08	52.70964095	9.611111111111111e-08	368.511902	60.398116999999985	nan	0	2.8782	0.4081	nan	nan	79369.6719	0	nan	nan	nan	0	nan	0
1608004492556609408	214.6598586	1.3416666666666668e-08	52.7278898	1.3444444444444445e-08	668.721497	26.717895499999997	-0.5796	0	1.4775	0.0584	4189.54572	0	4217.1758	0	4434.66	0	4040.8479	0	4.0958	0
1608014182002826752	214.4646206	3.9999999999999994e-08	52.66303421	4.330555555555556e-08	205.231064	7.468856500000001	-0.1972	0	4.8883	0.1753	6112.238095	0	nan	nan	nan	nan	6125.5239	0	4.1438	0
1608004767434516480	214.6191203	1.1027777777777778e-08	52.75007598	1.1000000000000001e-08	385.392853	6.523147499999993	-2.483	0	2.5515	0.0473	3691.699271	0	4945.1938	0	nan	nan	4352.5273	0	4.4925	0
1608014078923611520	214.4608387	3.111111111111111e-09	52.65398608	3.4722222222222226e-09	4893.604	371.6213349999998	-0.7315	0	0.1798	0.0153	4846.180342	0	4723.0312	0	nan	nan	4829.3525	0	2.0946	0
1608001876920678016	214.5395255	1.8222222222222224e-08	52.60629194	1.913888888888889e-08	833.990723	58.77264450000001	0.1023	0	1.199	0.0825	3944.417749	0	4296.5361	0	nan	nan	4043.9324	0	4.3847	0
1608016381026068736	214.5477439	3.169444444444444e-08	52.75694714	3.297222222222222e-08	485.533478	31.604171999999977	-0.4469	0	2.0197	0.1385	4592.385893	0	nan	nan	nan	nan	3352.0999	0	4.5405	0
1608003702282627200	214.693173	7.277777777777778e-09	52.71764272	7.638888888888889e-09	2678.02954	219.79394500000012	-0.8265	0	0.3509	0.0323	5901.572348	0	5752.4058	0	nan	nan	5771.2075	0	4.5044	0
1608016136212198912	214.5888961	4.7888888888888885e-08	52.76078004	4.952777777777778e-08	752.809204	119.54556300000002	nan	0	1.2669	0.21	nan	nan	nan	nan	nan	nan	nan	0	nan	0
1608003599203411712	214.7097562	1.4972222222222222e-08	52.69487264	1.4944444444444445e-08	1289.99316	93.25951999999995	-1.5937	0	0.7604	0.0672	5043.185695	0	nan	nan	nan	nan	4773.7817	0	4.8324	0
1608016209227377536	214.5683766	5.319444444444444e-08	52.76135158	5.5e-08	858.098206	187.82861399999996	-1.0918	0	1.3422	0.2318	nan	nan	102758.3203	0	nan	nan	3181.8247	0	3.906	0
1608001365820431232	214.6671578	8.027777777777777e-09	52.61547356	8.694444444444445e-09	787.193604	21.36142000000001	0.3169	0	1.2333	0.0367	4440.217984	0	4219.9951	0	nan	nan	4521.415	0	4.6392	0
1608004797498534784	214.6295136	2.427777777777778e-08	52.75903025	2.4222222222222222e-08	1349.55859	228.0391850000001	-0.5302	0	0.6919	0.1045	4546.469246	0	4746.1274	0	nan	nan	4303.0293	0	4.7373	0
1608015453313132544	214.4504194	4.861111111111111e-09	52.72619096	5.25e-09	658.018372	9.17395	-0.0662	0	1.4981	0.0219	5025.279515	0	4965.2686	0	4992.51	0	4903.2231	0	4.5654	0
1608016518465023104	214.5954599	3.0555555555555555e-09	52.77159099	3.0833333333333336e-09	852.40625	9.678649500000006	-0.6142	0	1.1425	0.0129	5946.567735	0	nan	nan	nan	nan	5906.5991	0	4.2797	0
1608001194021738368	214.6302094	1.1527777777777779e-08	52.58757252	1.3027777777777778e-08	649.717834	20.691223000000036	-0.3351	0	1.5099	0.054	5360.286809	0	5294.2705	0	nan	nan	5247.4697	0	4.571	0
1608003805361842560	214.7091087	7.5e-09	52.73793885	7.666666666666666e-09	1894.7981	103.2779549999999	-0.4215	0	0.5009	0.0329	5789.358997	0	5687.3071	0	nan	nan	5614.2676	0	4.4738	0
1608016552824761856	214.6194688	2.2166666666666667e-08	52.77572398	2.1805555555555557e-08	289.62561	7.277847000000008	-0.9283	0	3.4189	0.0937	4501.646124	0	nan	nan	nan	nan	3381.8979	0	4.6039	0
1607999819632204928	214.711481	1.5055555555555556e-08	52.61694396	1.6666666666666667e-08	762.333313	32.15213	0.1056	0	1.2867	0.0679	3889.43787	0	4336.665	0	nan	nan	4201.395	0	4.5214	0
1608017102580574336	214.5030666	8.444444444444445e-09	52.77252763	9.25e-09	778.330994	24.596344000000045	-0.6824	0	1.2651	0.0372	4461.829988	0	4278.1963	0	nan	nan	4390.6665	0	4.4439	0
1608004595635825152	214.6937278	5.583333333333333e-09	52.75619548	5.583333333333333e-09	169.433609	0.7743150000000014	0.074	0	5.8686	0.0243	3708.072637	0	nan	nan	4221.6	0	3631.2207	0	4.6949	0
1608001159662000512	214.6685311	1.2333333333333335e-08	52.5910771	1.3472222222222223e-08	315.401489	6.280624500000016	nan	0	3.1446	0.0569	nan	nan	nan	nan	nan	nan	nan	0	nan	0
1608001262741215744	214.6705956	2.527777777777778e-09	52.59156992	2.8888888888888886e-09	308.611633	1.1136165000000062	-0.0538	0	3.2231	0.0123	5627.272453	0	nan	nan	nan	nan	5754.731	0	4.4959	0
1608001022223045888	214.6100535	8e-09	52.57515239	8.888888888888889e-09	628.389404	13.601165999999978	0.271	0	1.5672	0.0381	4218.73774	0	nan	nan	nan	nan	4343.5044	0	4.613	0
1608016621544238464	214.5854625	2.388888888888889e-09	52.78837097	2.4999999999999996e-09	263.877747	0.7405240000000219	0.0676	0	3.7752	0.0105	5390.258141	0	5368.5869	0	nan	nan	5358.5264	0	4.5264	0
1607921032753054592	214.3998252	4.944444444444445e-09	52.6628345	5.305555555555555e-09	1037.32751	23.18426500000004	0.094	0	0.9302	0.0219	5510.166938	0	5475.605	0	5408.65	0	5380.0386	0	4.4449	0
1608000816064616064	214.6289364	8.111111111111112e-09	52.57412076	8.972222222222223e-09	670.334167	18.86325099999999	0.4881	0	1.4594	0.0384	4172.632732	0	4108.0161	0	nan	nan	4453.0181	0	4.591	0
1608017102580574592	214.4996575	3e-09	52.78772012	3.1388888888888887e-09	269.204651	0.9340055	-0.4154	0	3.6658	0.013	6172.945067	0	6225.8447	0	6139.28	0	6157.1279	0	4.3085	0
1608000816064615936	214.633542	1.952777777777778e-08	52.56720517	2.2444444444444442e-08	2046.90857	296.04949999999997	-0.5575	0	0.4524	0.0953	5210.595727	0	5141.4956	0	nan	nan	5018.2822	0	4.6935	0
1608016827702668928	214.5832353	2.5833333333333333e-09	52.7994016	2.722222222222222e-09	372.593414	1.4670260000000042	0.0125	0	2.639	0.0115	5867.120309	0	5830.9375	0	5808.58	0	5776.2158	0	4.2386	0
1608016857766733440	214.5441486	7.091666666666667e-08	52.79914058	7.4e-08	704.891052	229.1436475	nan	0	1.5885	0.3045	nan	nan	101701.9922	0	nan	nan	nan	0	nan	0
1608010535574860800	214.6943592	1.0905555555555555e-07	52.78339035	1.0905555555555555e-07	472.766144	92.7638705	nan	0	2.1409	0.4653	nan	nan	87121.9297	0	nan	nan	nan	0	nan	0
1608000884784092032	214.5899021	1.1416666666666666e-08	52.55501988	1.2694444444444445e-08	1250.66211	90.57049500000005	-0.293	0	0.7754	0.0519	4777.064555	0	4656.5986	0	nan	nan	4694.6162	0	4.6548	0
1608017171300420096	214.4834722	1.0458333333333333e-07	52.79420767	1.1205555555555555e-07	374.12149	62.427490000000006	nan	0	2.9925	0.4575	nan	nan	nan	nan	nan	nan	nan	0	nan	0
1608016823407002112	214.5739302	3.2694444444444445e-08	52.8106417	3.202777777777778e-08	555.443909	41.594696	-0.1013	0	1.7853	0.1395	nan	nan	83759.6719	0	nan	nan	3331.0369	0	4.9081	0
1607907804251759360	214.5171128	4.508333333333333e-08	52.55446492	5.069444444444444e-08	306.366272	19.427368	nan	0	3.2484	0.2065	nan	nan	116727.6328	0	nan	nan	nan	0	nan	0
1607921067112792576	214.3626959	4.166666666666667e-09	52.66499153	4.111111111111111e-09	1159.8595	25.651610000000005	-0.4539	0	0.8312	0.0181	5640.41113	0	5540.8862	0	5554.3	0	5449.0015	0	4.3053	0
1608016754687523968	214.6139849	5.130555555555556e-08	52.81074565	5.0555555555555556e-08	800.048279	143.480072	nan	0	1.2161	0.2162	nan	nan	60998.1875	0	nan	nan	nan	0	nan	0
1608016930781884160	214.5936427	1.0611111111111112e-07	52.81355066	1.1305555555555555e-07	341.956879	52.67022700000001	nan	0	3.0936	0.4645	nan	nan	nan	nan	nan	nan	nan	0	nan	0
1608016896422160640	214.563162	1.0027777777777777e-08	52.81502851	9.916666666666668e-09	1025.36853	47.840056000000004	-0.202	0	0.9568	0.0428	4627.433116	0	4604.6807	0	4785.69	0	4573.6768	0	4.5	0
1607999712257163520	214.7791921	6.186111111111111e-08	52.61771596	6.933333333333333e-08	670.464233	132.90798949999999	nan	0	1.5712	0.2811	nan	nan	57661.5586	0	nan	nan	nan	0	nan	0
1608000674329794176	214.6097755	4.436111111111112e-08	52.54347206	4.9e-08	147.652756	4.016799500000005	nan	0	6.7796	0.2038	nan	nan	nan	nan	nan	nan	nan	0	nan	0
1608017377458481920	214.4749036	1.2472222222222223e-08	52.80411826	1.2472222222222223e-08	1561.36963	135.21948499999996	-0.0707	0	0.6228	0.053	4895.027451	0	4683.0913	0	5053.23	0	4835.8579	0	4.5511	0
1608009401708204416	214.7892809	3.258333333333333e-08	52.73357054	3.361111111111111e-08	365.495789	20.2729645	-0.2959	0	2.675	0.1439	4769.485817	0	7325.5117	0	nan	nan	3388.8896	0	4.5613	0
1607998067285891200	214.7416812	1.6583333333333333e-08	52.57945926	1.8277777777777778e-08	2725.22681	524.9906000000001	-2.1218	0	0.3566	0.0744	5953.826186	0	5748.1855	0	nan	nan	5756.9175	0	4.6593	0
1607919654067153664	214.3950728	1.586111111111111e-08	52.58562192	1.7333333333333333e-08	894.0578	58.755675999999994	-0.146	0	1.098	0.071	4025.441404	0	4307.0527	0	nan	nan	4117.9561	0	4.6608	0
1607907048339566720	214.5453806	4.694444444444444e-09	52.53578726	5.111111111111111e-09	550.886292	4.854949999999974	-0.0242	0	1.7854	0.0211	4667.110875	0	4542.6519	0	4749.98	0	4597.4761	0	4.5665	0
1608010849108193536	214.6718231	1.061111111111111e-08	52.81483888	1.075e-08	3913.82056	608.2238800000002	-0.9124	0	0.2316	0.0456	5817.859539	0	5679.624	0	nan	nan	5650.5405	0	4.4863	0
1607997792407652224	214.6629536	6.222222222222222e-09	52.54319219	6.9166666666666666e-09	433.782288	4.991271999999981	0.4897	0	2.2699	0.0294	4100.771333	0	4036.9539	0	nan	nan	4432.5767	0	4.6147	0
1608018747552465920	214.3891965	9.169444444444444e-08	52.77282674	9.561111111111111e-08	338.587738	48.2371215	nan	0	3.1188	0.4122	nan	nan	nan	nan	nan	nan	nan	0	nan	0
1607907941692748416	214.4693241	1.1138888888888887e-08	52.5484819	1.2166666666666666e-08	667.013	21.789733999999953	0.1384	0	1.4685	0.0498	3876.190477	0	4365.1675	0	nan	nan	4158.7358	0	4.4502	0
1608018713192582784	214.3752358	4.255555555555556e-08	52.76211767	4.3833333333333335e-08	484.077698	42.183242500000006	nan	0	2.0601	0.191	nan	nan	5211.6084	0	nan	nan	nan	0	nan	0
1608018854927594624	214.4138846	4.6694444444444445e-08	52.78949302	4.938888888888889e-08	597.126648	85.40078699999998	nan	0	1.6172	0.2133	nan	nan	61028.6992	0	nan	nan	nan	0	nan	0
1607997758047913728	214.660602	2.561111111111111e-08	52.53824814	3.022222222222222e-08	255.529419	8.011864000000003	-0.7617	0	3.8695	0.1233	3855.507885	0	4543.6445	0	nan	nan	3631.8687	0	4.2971	0
1608009577797888896	214.7908571	3.4166666666666667e-09	52.7602857	3.611111111111111e-09	815.695557	10.115906000000052	-0.3205	0	1.1997	0.015	5887.401974	0	5798.8594	0	5828.67	0	5778.2139	0	4.4133	0
1607997998566071040	214.7486386	1.1666666666666667e-08	52.56704598	1.3083333333333335e-08	578.406311	16.670624000000032	0.0022	0	1.7047	0.0539	3830.411384	0	4177.1323	0	nan	nan	4145.3193	0	4.5185	0
1608016999501361024	214.5736929	6.611111111111111e-09	52.83360154	6.611111111111111e-09	503.690216	7.072891499999997	0.3444	0	1.9563	0.0283	4306.59106	0	4199.9111	0	nan	nan	4452.1528	0	4.6519	0
1607997994271722496	214.7479108	5.591666666666667e-08	52.5664095	6.297222222222223e-08	735.127625	127.86035149999998	nan	0	1.3233	0.2544	nan	nan	nan	nan	nan	nan	nan	0	nan	0
1608022600138715520	214.6521698	3.4722222222222226e-09	52.82779402	3.638888888888889e-09	822.791748	10.25646949999998	-0.3344	0	1.1884	0.0154	5863.074331	0	5762.8496	0	5703.5	0	5867.8223	0	4.5439	0
1608017033861099520	214.5792225	3.111111111111111e-09	52.83522687	3.222222222222222e-09	495.473175	3.451720999999992	-0.2689	0	1.9877	0.0137	5729.306565	0	5646.771	0	nan	nan	5850.0483	0	4.3588	0
1608009818316057600	214.7810973	1.5083333333333333e-08	52.7750483	1.5194444444444444e-08	611.18512	21.79519650000003	-0.0107	0	1.6082	0.0657	4883.128378	0	4867.1206	0	nan	nan	4805.1758	0	4.1118	0
1607920551716716800	214.3327473	1.0722222222222223e-08	52.631278	1.0194444444444445e-08	1645.31201	114.91888500000005	-0.8507	0	0.5905	0.0455	5583.828709	0	5453.5562	0	nan	nan	5417.4116	0	4.644	0
1607907632455102976	214.4472763	1.3444444444444445e-08	52.54501224	1.4722222222222221e-08	1977.25586	212.07544000000007	-0.2779	0	0.4709	0.0604	4911.38727	0	4718.2046	0	nan	nan	4779.1523	0	4.5159	0
1608010883467947136	214.707051	3.0277777777777777e-09	52.81557792	3.0277777777777777e-09	667.88916	6.550873000000024	-0.0908	0	1.4733	0.0132	5654.74249	0	5576.3286	0	nan	nan	5595.5991	0	4.393	0
1607907628158753024	214.4453997	4.7222222222222226e-08	52.54334724	4.625e-08	752.91156	116.57019049999997	nan	0	1.2838	0.1969	nan	nan	101073.2891	0	nan	nan	nan	0	nan	0
1607924331287938176	214.3218651	7e-09	52.71499064	6.722222222222222e-09	1060.4585	32.879639999999995	-0.4234	0	0.9235	0.0297	5328.625741	0	5280.7046	0	5241.58	0	5159.1348	0	4.6598	0
1607997723688162688	214.6870621	3.0833333333333336e-09	52.53538771	3.555555555555556e-09	156.440201	0.3500214999999969	0.3881	0	6.359	0.0143	5178.689974	0	nan	nan	nan	nan	5245.814	0	4.4708	0
1608010952187409024	214.6838491	1.9694444444444444e-08	52.82611653	2.0277777777777776e-08	1575.45776	189.99493500000005	-1.2275	0	0.5961	0.0855	4539.199946	0	nan	nan	nan	nan	4367.2998	0	4.38	0
1608009814020771328	214.7806501	9.533333333333334e-08	52.78237743	1.0397222222222223e-07	323.085114	50.19757100000001	nan	0	3.2755	0.4255	nan	nan	nan	nan	nan	nan	nan	0	nan	0
1607921204551745920	214.3122286	6.722222222222222e-09	52.66523542	6.333333333333334e-09	1616.26843	68.84381000000008	-0.7085	0	0.5951	0.0281	5828.476786	0	5696.0454	0	nan	nan	5657.4961	0	4.4425	0
1607999510394902784	214.7861101	1.1638888888888888e-08	52.57939261	1.2444444444444444e-08	1609.29712	166.29901000000007	-0.6688	0	0.5958	0.052	5154.085799	0	5019.27	0	nan	nan	4978.8467	0	4.6898	0
1607919344829501696	214.4134003	2.9472222222222223e-08	52.55258815	3.15e-08	1024.61829	143.43639999999994	-0.6533	0	0.97	0.1291	nan	nan	63862.5469	0	nan	nan	3874.8079	0	4.8353	0
1607924331287937792	214.3124998	1.15e-08	52.70511007	1.0916666666666667e-08	417.605408	7.3300020000000075	-0.9417	0	2.3657	0.0489	3772.352306	0	nan	nan	nan	nan	3605.9878	0	4.4506	0
1607920551716716672	214.3312604	2.9166666666666667e-09	52.61392194	3.0277777777777777e-09	435.549133	2.7260895000000005	-0.4051	0	2.2815	0.0131	6011.213504	0	nan	nan	nan	nan	5901.6206	0	4.2998	0
1607907598095364224	214.4254047	1.2055555555555555e-08	52.54321687	1.3527777777777777e-08	267.441223	4.997101000000015	-0.1446	0	3.711	0.0549	3821.838439	0	nan	nan	nan	nan	3517.4963	0	4.8327	0
1608000197589327104	214.8482828	1.75e-08	52.64855992	1.7944444444444445e-08	451.324402	12.727202999999975	nan	0	2.1872	0.0769	3886.430094	0	4932.6333	0	nan	nan	nan	0	nan	0
1607919417845362688	214.3806639	5.25e-09	52.56206915	5.805555555555555e-09	437.42572	3.848877000000016	0.3089	0	2.269	0.0236	4191.565882	0	nan	nan	4417.67	0	4350.0669	0	4.6675	0
1608010260696776832	214.7690892	2.5833333333333333e-09	52.80321569	2.611111111111111e-09	270.553345	0.7362825000000157	-0.1161	0	3.6754	0.0116	5637.613829	0	5573.7266	0	nan	nan	5688.1372	0	4.463	0
1608018610113375360	214.3406335	2.9138888888888886e-08	52.77069678	2.9416666666666665e-08	816.455139	89.77835049999999	-0.4005	0	1.2273	0.1296	4366.804519	0	4905.7021	0	nan	nan	3651.7693	0	4.8501	0
1608010917827685760	214.7097409	4.8972222222222225e-08	52.83065302	4.880555555555556e-08	714.749695	101.42620849999997	nan	0	1.4027	0.2073	nan	nan	82920.4766	0	nan	nan	nan	0	nan	0
1607920448637500800	214.3324673	5.8555555555555555e-08	52.59541714	6.136111111111112e-08	637.787842	96.31689449999999	nan	0	1.5493	0.2657	nan	nan	nan	nan	nan	nan	nan	0	nan	0
1607997586249208576	214.6552601	8.416666666666668e-09	52.51503761	1.0277777777777778e-08	2199.5188	148.26440500000012	-1.4918	0	0.4212	0.0398	6337.245353	0	6203.356	0	nan	nan	6200.9067	0	4.4272	0
1607997242651826816	214.7696283	7.777777777777778e-09	52.55347645	8.416666666666668e-09	280.224915	2.9580840000000137	0.1039	0	3.5359	0.0357	3717.795235	0	nan	nan	nan	nan	3622.625	0	4.6498	0
1607998853263681280	214.8143924	1.7250000000000002e-08	52.58304533	1.8555555555555554e-08	785.559387	48.92077599999999	-0.2446	0	1.2792	0.0782	nan	nan	62972.6641	0	nan	nan	3890.5767	0	4.6336	0
1608005317190344064	214.8621718	1.2722222222222223e-08	52.66226799	1.3166666666666665e-08	722.384338	29.00088500000004	-0.1608	0	1.3665	0.0553	4040.440606	0	4185.0112	0	nan	nan	4009.2607	0	4.6995	0
1608018992366171904	214.349996	4.805555555555555e-09	52.78887078	4.722222222222223e-09	555.61792	6.2542115000000535	-0.058	0	1.7693	0.0207	4818.941338	0	4745.1411	0	4857.83	0	4736.5254	0	4.6447	0
1607919585348867712	214.3381987	6.383333333333333e-08	52.57780351	7.466666666666666e-08	421.210541	54.36013799999998	nan	0	2.4412	0.2962	nan	nan	nan	nan	nan	nan	nan	0	nan	0
1607924606165844992	214.2930171	2.336111111111111e-08	52.72437303	2.2083333333333333e-08	211.86615	4.556007499999993	0.1471	0	4.6696	0.098	3790.530134	0	nan	nan	nan	nan	3459.6353	0	4.7769	0
1607903784164421888	214.6142529	1.8472222222222223e-08	52.50252909	1.9916666666666666e-08	1410.35132	159.110045	-0.0125	0	0.6631	0.0828	4418.322748	0	4330.2788	0	nan	nan	4306.1177	0	4.4772	0
1608020499898807936	214.4408641	5.166666666666667e-09	52.83931349	5.194444444444445e-09	761.382385	14.409485000000018	-0.3174	0	1.3006	0.0223	6112.056788	0	5989.1431	0	nan	nan	5948.1953	0	4.0347	0
1608005351549084672	214.8732868	1.6388888888888888e-08	52.67049113	1.672222222222222e-08	336.619995	7.870666499999999	nan	0	2.9414	0.0707	4049.93445	0	nan	nan	2606.71	0	nan	0	nan	0
1607920723515408000	214.2966695	7.805555555555555e-09	52.61987359	7.972222222222222e-09	2915.76074	359.30090500000006	-1.4928	0	0.3171	0.0347	6300.45274	0	6194.6982	0	nan	nan	6222.2568	0	4.4158	0
1608018442610357120	214.2951118	5.416666666666666e-09	52.738396	5.277777777777778e-09	1713.13452	78.09429499999999	-0.6605	0	0.5619	0.023	5983.852197	0	5860.6377	0	5766.92	0	5825.0615	0	3.9296	0
1607906700445768320	214.5905656	4.3444444444444445e-08	52.49870616	4.5833333333333333e-08	286.841125	14.44850150000002	nan	0	3.4211	0.1887	nan	nan	95887.7969	0	nan	nan	nan	0	nan	0
1607999231220822656	214.8571124	1.95e-08	52.61319913	2.075e-08	389.752838	13.1643215	-1.2593	0	2.5319	0.0886	4545.270564	0	5604.166	0	nan	nan	3473.2302	0	4.4445	0
1607920345558285312	214.3278234	1.3222222222222223e-08	52.57840913	1.4444444444444444e-08	1610.68384	132.29022499999996	-0.7286	0	0.592	0.0594	5163.436418	0	5150.9673	0	nan	nan	4986.0459	0	4.6826	0
1608011295784807936	214.7234405	4.444444444444444e-09	52.8398572	4.5277777777777775e-09	475.23056	4.082290499999999	-1.4378	0	2.0736	0.0194	5142.857924	0	5053.0156	0	nan	nan	5254.4199	0	4.7516	0
1608011295784808064	214.7250387	1.2694444444444445e-08	52.83934099	1.3e-08	500.273193	12.135299500000002	-0.5045	0	1.9823	0.0551	nan	nan	nan	nan	nan	nan	4039.1311	0	4.7733	0
1607920620436192768	214.2913751	7.166666666666666e-09	52.61797306	7.416666666666667e-09	2495.09814	189.58288500000003	-1.0294	0	0.3703	0.0324	5753.820986	0	5639.8618	0	nan	nan	5524.7598	0	4.2692	0
1607924571806106240	214.2770151	8.055555555555556e-09	52.71291686	7.777777777777778e-09	592.38623	12.967986999999994	0.0224	0	1.662	0.0343	4277.979817	0	nan	nan	4383.68	0	4380.4873	0	4.6415	0
1607919486564840704	214.3508303	1.3833333333333333e-08	52.55547192	1.5194444444444444e-08	571.807678	21.18856850000003	-0.2146	0	1.7273	0.0606	3775.435502	0	4691.2715	0	nan	nan	3906.1182	0	4.7032	0
1607997105212872960	214.7535245	1.213888888888889e-08	52.52800044	1.3916666666666666e-08	1496.07251	124.76245500000005	-0.8306	0	0.6326	0.0568	4926.923416	0	4869.0156	0	nan	nan	4864.7935	0	4.6877	0
1608011364504270208	214.7167375	3.277777777777778e-09	52.84837112	3.5e-09	1073.78943	18.935609999999997	-0.5404	0	0.903	0.0146	5875.923751	0	5779.5889	0	nan	nan	5788.9072	0	4.2534	0
1608006244903623040	214.8886831	3.388888888888889e-09	52.69701769	3.638888888888889e-09	1258.82251	22.96917499999995	0.0679	0	0.7667	0.0154	5522.099298	0	5454.6548	0	5384.18	0	5473.6494	0	3.9502	0
1607907254497980288	214.4718618	1.588888888888889e-08	52.49706971	1.7416666666666667e-08	1107.5282	97.10479499999997	0.0118	0	0.8653	0.0699	4106.090192	0	4100.5845	0	nan	nan	4368.4028	0	4.6616	0
1607920306902179072	214.3181047	2.9027777777777775e-08	52.56602298	3.0083333333333335e-08	232.234558	7.043457000000004	-0.9951	0	4.2739	0.1316	nan	nan	57223.3125	0	nan	nan	3170.1082	0	4.7769	0
1607907422000275968	214.4367309	2.5638888888888888e-08	52.5037006	2.6444444444444445e-08	326.343964	11.726730499999974	-0.1576	0	3.014	0.109	nan	nan	nan	nan	nan	nan	3365.0747	0	4.9151	0
1607906601662967552	214.5784374	6.944444444444445e-09	52.48350554	7.88888888888889e-09	509.302124	7.600723500000015	-0.0006	0	1.9414	0.0317	4168.893647	0	4115.832	0	nan	nan	4314.4824	0	4.6312	0
1608019198524602368	214.353231	1.4361111111111111e-08	52.82390674	1.3944444444444444e-08	869.336243	42.91940299999999	-0.2463	0	1.1364	0.063	4406.283463	0	4250.7539	0	nan	nan	4391.3364	0	4.4764	0
1608023111239155968	214.6871539	4.65e-08	52.86767598	4.8055555555555554e-08	908.84198	164.77953950000006	nan	0	1.1018	0.2017	nan	nan	83471.3672	0	nan	nan	nan	0	nan	0
1607997139572623872	214.7743057	6.333333333333334e-09	52.52035292	6.777777777777778e-09	767.258972	17.38287349999996	-0.5952	0	1.2713	0.0289	4889.711093	0	nan	nan	nan	nan	4733.9258	0	4.4674	0
1608007099601018240	214.8649641	1.2111111111111111e-08	52.78058879	1.2388888888888888e-08	2917.24316	572.6203600000001	-2.5993	0	0.3104	0.0537	6534.345188	0	6302.4751	0	nan	nan	6664.4209	0	4.463	0
