# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Thu Mar  2 17:06:49 CET 2023
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.02 0.14251 9.84510 0.7795919776 2.4113718855    0.779 -0.581  3.6830  4.595    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.88e-14      0.00 7.221e-01 2.594e-01 3.267e-03 8.929e-04 8.115e-03 -1.000 1.847e-02 6.222 8.666 7.636 6.614 5.952 5.478 4.807 4.262 4.182
0.02 0.14251 9.84510 0.8000000119 2.4187244405    0.800 -0.521  3.6918  4.581    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.16e-14      0.00 7.234e-01 2.582e-01 3.255e-03 8.895e-04 8.085e-03 -1.000 1.836e-02 6.073 8.335 7.391 6.410 5.781 5.327 4.685 4.167 4.091
0.02 0.14251 9.84510 0.8247737288 2.4270899803    0.824 -0.448  3.7022  4.563    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.57e-14      0.00 7.251e-01 2.566e-01 3.237e-03 8.847e-04 8.042e-03 -1.000 1.826e-02 5.890 7.937 7.104 6.168 5.578 5.145 4.539 4.052 3.981
0.02 0.14251 9.84510 0.8500000238 2.4350346840    0.849 -0.375  3.7125  4.544    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.07e-14      0.00 7.269e-01 2.550e-01 3.219e-03 8.799e-04 7.999e-03 -1.000 1.816e-02 5.707 7.555 6.827 5.933 5.377 4.964 4.392 3.935 3.868
0.02 0.14251 9.84510 0.8653102517 2.4395975315    0.865 -0.330  3.7183  4.530    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -3.42e-14      0.00 7.281e-01 2.537e-01 3.206e-03 8.764e-04 7.967e-03 -1.000 1.814e-02 5.595 7.334 6.665 5.795 5.257 4.855 4.302 3.860 3.796
0.02 0.14251 9.84510 0.8900081515 2.4465790345    0.889 -0.258  3.7275  4.507    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -4.09e-14      0.00 7.302e-01 2.518e-01 3.184e-03 8.706e-04 7.916e-03 -1.000 1.803e-02 5.415 6.991 6.412 5.577 5.067 4.680 4.156 3.739 3.678
0.02 0.14251 9.84510 0.8999999762 2.4492786016    0.899 -0.229  3.7311  4.497    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -4.4e-14      0.00 7.310e-01 2.510e-01 3.176e-03 8.683e-04 7.895e-03 -1.000 1.799e-02 5.342 6.856 6.312 5.491 4.991 4.610 4.097 3.689 3.630
0.02 0.14251 9.84510 0.9110004306 2.4521720581    0.910 -0.197  3.7348  4.485    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -4.77e-14      0.00 7.321e-01 2.499e-01 3.164e-03 8.652e-04 7.867e-03 -1.000 1.792e-02 5.262 6.713 6.202 5.397 4.908 4.533 4.032 3.633 3.576
0.02 0.14251 9.84510 0.9252738953 2.4558087367    0.924 -0.155  3.7395  4.469    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -5.31e-14      0.00 7.336e-01 2.486e-01 3.149e-03 8.611e-04 7.830e-03 -1.000 1.783e-02 5.157 6.529 6.061 5.275 4.800 4.433 3.946 3.559 3.504
0.02 0.14251 9.84510 0.9393934011 2.4592814313    0.939 -0.113  3.7440  4.452    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -5.91e-14      0.00 7.351e-01 2.472e-01 3.134e-03 8.570e-04 7.793e-03 -1.000 1.771e-02 5.053 6.347 5.925 5.157 4.695 4.336 3.862 3.485 3.432
0.02 0.14251 9.84510 0.9499999881 2.4618121868    0.949 -0.082  3.7472  4.438    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -6.42e-14      0.00 7.362e-01 2.462e-01 3.122e-03 8.539e-04 7.765e-03 -1.000 1.763e-02 4.975 6.213 5.824 5.070 4.617 4.263 3.798 3.429 3.378
0.02 0.14251 9.84510 0.9522665739 2.4623445984    0.952 -0.075  3.7479  4.435    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -6.53e-14      0.00 7.365e-01 2.459e-01 3.119e-03 8.530e-04 7.758e-03 -1.000 1.762e-02 4.958 6.185 5.802 5.051 4.600 4.247 3.784 3.417 3.366
0.02 0.14251 9.84510 0.9648526907 2.4652487625    0.964 -0.038  3.7514  4.417    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -7.23e-14      0.00 7.382e-01 2.443e-01 3.102e-03 8.484e-04 7.717e-03 -1.000 1.753e-02 4.865 6.032 5.684 4.947 4.507 4.160 3.706 3.347 3.298
0.02 0.14251 9.84510 0.9765284657 2.4678660380    0.976 -0.003  3.7545  4.400    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -7.95e-14      0.00 7.397e-01 2.428e-01 3.086e-03 8.441e-04 7.678e-03 -1.000 1.745e-02 4.777 5.896 5.576 4.852 4.420 4.078 3.633 3.280 3.233
0.02 0.14251 9.84510 0.9880458117 2.4703782285    0.988  0.032  3.7574  4.382    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -8.73e-14      0.00 7.413e-01 2.414e-01 3.070e-03 8.398e-04 7.639e-03 -1.000 1.738e-02 4.691 5.763 5.470 4.758 4.335 3.997 3.559 3.214 3.167
0.02 0.14251 9.84510 0.9989877939 2.4727033165    0.999  0.065  3.7599  4.365    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -9.57e-14      0.00 7.427e-01 2.400e-01 3.054e-03 8.357e-04 7.603e-03 -1.000 1.731e-02 4.609 5.640 5.370 4.669 4.253 3.919 3.489 3.149 3.104
0.02 0.14251 9.84510 1.0000000000 2.4729154477    1.000  0.068  3.7602  4.363    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -9.65e-14      0.00 7.428e-01 2.399e-01 3.053e-03 8.353e-04 7.599e-03 -1.000 1.730e-02 4.601 5.629 5.361 4.661 4.246 3.912 3.482 3.143 3.098
0.02 0.14251 9.84510 1.0004805326 2.4730159816    1.000  0.069  3.7603  4.362    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -9.68e-14      0.00 7.429e-01 2.398e-01 3.052e-03 8.351e-04 7.597e-03 -1.000 1.730e-02 4.597 5.624 5.357 4.657 4.242 3.908 3.479 3.140 3.095
0.02 0.14251 9.84510 1.0113360882 2.4752578673    1.011  0.102  3.7625  4.343    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.04e-13      0.00 7.448e-01 2.380e-01 3.033e-03 8.299e-04 7.551e-03 -1.000 1.720e-02 4.515 5.511 5.260 4.570 4.161 3.831 3.408 3.074 3.030
0.02 0.14251 9.84510 1.0221557617 2.4774379392    1.021  0.134  3.7644  4.323    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.13e-13      0.00 7.466e-01 2.363e-01 3.015e-03 8.249e-04 7.506e-03 -1.000 1.710e-02 4.436 5.404 5.168 4.487 4.082 3.756 3.337 3.007 2.964
0.02 0.14251 9.84510 1.0325124264 2.4794755756    1.032  0.164  3.7659  4.303    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.21e-13      0.00 7.482e-01 2.348e-01 2.998e-03 8.205e-04 7.466e-03 -1.000 1.700e-02 4.361 5.308 5.083 4.408 4.008 3.684 3.269 2.942 2.900
0.02 0.14251 9.84510 1.0490643978 2.4826362559    1.048  0.215  3.7681  4.268    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.37e-13      0.00 7.498e-01 2.333e-01 2.982e-03 8.162e-04 7.428e-03 -1.000 1.685e-02 4.233 5.150 4.940 4.276 3.881 3.561 3.152 2.830 2.789
0.02 0.14251 9.84510 1.0499999523 2.4828114860    1.049  0.218  3.7682  4.266    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.38e-13      0.00 7.499e-01 2.333e-01 2.982e-03 8.161e-04 7.427e-03 -1.000 1.685e-02 4.225 5.140 4.932 4.268 3.874 3.554 3.145 2.823 2.782
0.02 0.14251 9.84510 1.0570304394 2.4841168974    1.056  0.240  3.7691  4.250    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.46e-13      0.00 7.506e-01 2.326e-01 2.974e-03 8.142e-04 7.410e-03 -1.000 1.680e-02 4.169 5.072 4.870 4.210 3.818 3.500 3.093 2.773 2.733
0.02 0.14251 9.84510 1.0617769957 2.4849869984    1.061  0.256  3.7696  4.238    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.52e-13      0.00 7.507e-01 2.325e-01 2.974e-03 8.140e-04 7.408e-03 -1.000 1.680e-02 4.130 5.025 4.827 4.169 3.780 3.462 3.057 2.738 2.698
0.02 0.14251 9.84510 1.0729107857 2.4869932604    1.072  0.294  3.7705  4.208    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.67e-13      0.00 7.505e-01 2.326e-01 2.977e-03 8.148e-04 7.416e-03 -1.000 1.684e-02 4.035 4.917 4.726 4.072 3.685 3.369 2.966 2.650 2.610
0.02 0.14251 9.84510 1.0846108198 2.4890505961    1.083  0.335  3.7709  4.173    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.87e-13      0.00 7.499e-01 2.332e-01 2.985e-03 8.171e-04 7.437e-03 -1.000 1.692e-02 3.932 4.809 4.620 3.969 3.583 3.267 2.866 2.551 2.510
0.02 0.14251 9.84510 1.0937875509 2.4906288638    1.092  0.368  3.7706  4.143    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -2.05e-13      0.00 7.490e-01 2.340e-01 2.998e-03 8.206e-04 7.469e-03 -1.000 1.700e-02 3.849 4.728 4.537 3.886 3.500 3.184 2.781 2.465 2.425
0.02 0.14251 9.84510 1.1000000238 2.4916801480    1.099  0.391  3.7701  4.120    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -2.19e-13      0.00 7.480e-01 2.349e-01 3.010e-03 8.240e-04 7.501e-03 -1.000 1.708e-02 3.792 4.677 4.483 3.829 3.442 3.126 2.722 2.405 2.364
0.02 0.14251 9.84510 1.1026947498 2.4921319199    1.101  0.401  3.7699  4.110    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -2.26e-13      0.00 7.477e-01 2.352e-01 3.014e-03 8.254e-04 7.512e-03 -1.000 1.712e-02 3.766 4.654 4.459 3.804 3.417 3.100 2.695 2.378 2.337
0.02 0.14251 9.84510 1.1053798199 2.4925795544    1.104  0.412  3.7696  4.099    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -2.33e-13      0.00 7.472e-01 2.357e-01 3.021e-03 8.272e-04 7.528e-03 -1.000 1.717e-02 3.741 4.632 4.435 3.779 3.391 3.073 2.668 2.350 2.309
0.02 0.14251 9.84510 1.1077733040 2.4929764749    1.106  0.421  3.7689  4.089    1  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1  -2.4e-13      0.00 7.460e-01 2.367e-01 3.034e-03 8.310e-04 7.562e-03 -1.000 1.724e-02 3.717 4.616 4.415 3.757 3.368 3.049 2.642 2.322 2.281
0.02 0.14251 9.84510 1.1143136024 2.4940510843    1.113  0.446  3.7673  4.059    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -2.59e-13      0.00 7.429e-01 2.396e-01 3.071e-03 8.413e-04 7.653e-03 -1.000 1.743e-02 3.654 4.574 4.361 3.697 3.304 2.982 2.571 2.247 2.206
0.02 0.14251 9.84510 1.1213977337 2.4951988009    1.120  0.473  3.7640  4.022    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -2.83e-13      0.00 7.380e-01 2.443e-01 3.126e-03 8.566e-04 7.789e-03 -1.000 1.775e-02 3.587 4.547 4.314 3.636 3.236 2.909 2.488 2.158 2.114
0.02 0.14251 9.84510 1.1290493011 2.4964198616    1.127  0.498  3.7573  3.973    2  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -3.12e-13      0.00 7.301e-01 2.517e-01 3.208e-03 8.792e-04 7.990e-03 -1.000 1.822e-02 3.525 4.574 4.295 3.590 3.173 2.835 2.396 2.050 2.004
0.02 0.14251 9.84510 1.1353814602 2.4974160673    1.134  0.509  3.7473  3.925    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -3.34e-13      0.00 7.216e-01 2.598e-01 3.295e-03 9.028e-04 8.198e-03 -1.000 1.866e-02 3.499 4.691 4.336 3.589 3.148 2.793 2.325 1.956 1.905
0.02 0.14251 9.84510 1.1388689280 2.4979592953    1.137  0.501  3.7368  3.893    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -3.39e-13      0.00 7.157e-01 2.653e-01 3.353e-03 9.185e-04 8.337e-03 -1.000 1.898e-02 3.519 4.868 4.426 3.640 3.173 2.802 2.302 1.906 1.852
0.02 0.14251 9.84510 1.1411539316 2.4983131509    1.139  0.489  3.7273  3.867    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.39e-13      0.00 7.117e-01 2.691e-01 3.392e-03 9.289e-04 8.428e-03 -1.000 1.918e-02 3.547 5.041 4.525 3.701 3.210 2.823 2.293 1.873 1.815
0.02 0.14251 9.84510 1.1428711414 2.4985780072    1.141  0.481  3.7190  3.843    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -3.4e-13      0.00 7.089e-01 2.718e-01 3.418e-03 9.361e-04 8.491e-03 -1.000 1.929e-02 3.568 5.197 4.610 3.754 3.241 2.840 2.283 1.840 1.778
0.02 0.14251 9.84510 1.1449236870 2.4988933862    1.143  0.480  3.7088  3.803    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.53e-13      0.00 7.059e-01 2.747e-01 3.444e-03 9.432e-04 8.553e-03 -1.000 1.940e-02 3.570 5.371 4.693 3.798 3.258 2.839 2.248 1.776 1.710
0.02 0.14251 9.84510 1.1469748020 2.4992072490    1.145  0.503  3.7008  3.749    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.92e-13      0.00 7.031e-01 2.773e-01 3.465e-03 9.488e-04 8.601e-03 -1.000 1.957e-02 3.513 5.456 4.705 3.778 3.216 2.782 2.164 1.669 1.600
0.02 0.14251 9.84510 1.1483912468 2.4994232417    1.147  0.530  3.6967  3.706    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -4.37e-13      0.00 7.012e-01 2.792e-01 3.476e-03 9.520e-04 8.630e-03 -1.000 1.960e-02 3.444 5.461 4.673 3.730 3.155 2.713 2.081 1.575 1.503
0.02 0.14251 9.84510 1.1491646767 2.4995409230    1.147  0.552  3.6953  3.679    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -4.73e-13      0.00 6.999e-01 2.805e-01 3.475e-03 9.548e-04 8.641e-03 -1.000 1.963e-02 3.391 5.434 4.633 3.684 3.106 2.661 2.023 1.512 1.440
0.02 0.14251 9.84510 1.1499999762 2.4996678137    1.148  0.575  3.6938  3.650    3  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -5.15e-13      0.00 6.984e-01 2.819e-01 3.471e-03 9.596e-04 8.653e-03 -1.000 1.966e-02 3.332 5.400 4.587 3.632 3.050 2.602 1.959 1.444 1.371
0.02 0.14251 9.84510 1.1504309177 2.4997331954    1.149  0.588  3.6929  3.634    3  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1  -5.4e-13      0.00 6.976e-01 2.827e-01 3.468e-03 9.622e-04 8.660e-03 -1.000 1.968e-02 3.299 5.382 4.562 3.604 3.019 2.570 1.924 1.406 1.332
0.02 0.14251 9.84510 1.1518750191 2.4999518817    1.150  0.638  3.6908  3.576    3  0.000  0.524     0.00     0.00     0.00     0.00     0.00 -1 -6.43e-13      0.00 6.945e-01 2.858e-01 3.412e-03 1.009e-03 8.679e-03 -1.000 1.973e-02 3.176 5.293 4.457 3.491 2.902 2.448 1.794 1.269 1.195
0.02 0.14251 9.84510 1.1532658339 2.5001619034    1.151  0.691  3.6890  3.517    3  0.000  0.502     0.00     0.00     0.00     0.00     0.00 -1 -7.75e-13      0.00 6.909e-01 2.893e-01 3.272e-03 1.157e-03 8.695e-03 -1.000 1.982e-02 3.043 5.186 4.338 3.365 2.773 2.316 1.655 1.125 1.050
0.02 0.14251 9.84510 1.1542986631 2.5003174905    1.153  0.734  3.6878  3.469    3  0.000  0.482     0.00     0.00     0.00     0.00     0.00 -1 -9.03e-13      0.00 6.882e-01 2.920e-01 3.147e-03 1.310e-03 8.703e-03 -1.000 1.985e-02 2.935 5.099 4.242 3.264 2.668 2.209 1.543 1.010 0.934
0.02 0.14251 9.84510 1.1554976702 2.5004977097    1.154  0.789  3.6863  3.409    3  0.000  0.463     0.00     0.00     0.00     0.00     0.00 -1 -1.09e-12      0.00 6.851e-01 2.950e-01 3.024e-03 1.465e-03 8.712e-03 -1.000 1.986e-02 2.798 4.992 4.122 3.135 2.536 2.073 1.402 0.864 0.788
0.02 0.14251 9.84510 1.1563495398 2.5006254906    1.155  0.831  3.6851  3.362    3  0.000  0.452     0.00     0.00     0.00     0.00     0.00 -1 -1.27e-12      0.00 6.831e-01 2.970e-01 2.957e-03 1.550e-03 8.717e-03 -1.000 1.991e-02 2.693 4.911 4.029 3.036 2.434 1.968 1.293 0.752 0.675
0.02 0.14251 9.84510 1.1571371555 2.5007434409    1.155  0.872  3.6839  3.316    3  0.000  0.444     0.00     0.00     0.00     0.00     0.00 -1 -1.47e-12      0.00 6.813e-01 2.987e-01 2.907e-03 1.614e-03 8.722e-03 -1.000 1.997e-02 2.590 4.831 3.939 2.939 2.334 1.866 1.185 0.641 0.563
