# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Thu Mar  2 15:14:24 CET 2023
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0152 0.01508 9.77815 0.0900000036 1.0816895926    0.090 -3.424  3.3623  5.217    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.89e-17      0.00 7.085e-01 2.762e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 13.329 22.606 19.982 18.145 15.991 13.741 11.239 10.624 10.335
0.0152 0.01508 9.77815 0.1000000015 1.1711064122    0.100 -3.241  3.3882  5.184    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.84e-17      0.00 7.083e-01 2.764e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 12.873 22.087 19.499 17.671 15.529 13.285 10.783 10.170 9.877
0.0152 0.01508 9.77815 0.1144301444 1.2814583400    0.114 -3.046  3.4139  5.150    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.91e-17      0.00 7.079e-01 2.769e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 12.384 21.533 18.982 17.164 15.035 12.796 10.296 9.683 9.386
0.0152 0.01508 9.77815 0.1200000122 1.3193155232    0.120 -2.977  3.4230  5.138    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.03e-16      0.00 7.077e-01 2.770e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 12.212 21.021 18.582 16.787 14.732 12.544 10.137 9.524 9.225
0.0152 0.01508 9.77815 0.1400000006 1.4384526719    0.140 -2.793  3.4432  5.102    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.52e-16      0.00 7.073e-01 2.774e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.753 19.472 17.363 15.656 13.840 11.823 9.726 9.110 8.810
0.0152 0.01508 9.77815 0.1545518041 1.5120283320    0.155 -2.688  3.4533  5.081    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.89e-16      0.00 7.070e-01 2.777e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.491 18.724 16.755 15.086 13.378 11.448 9.488 8.871 8.574
0.0152 0.01508 9.77815 0.1599999964 1.5372931554    0.160 -2.652  3.4568  5.073    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.04e-16      0.00 7.069e-01 2.779e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.400 18.466 16.545 14.886 13.216 11.319 9.406 8.788 8.491
0.0152 0.01508 9.77815 0.2000000030 1.6938790862    0.200 -2.435  3.4756  5.028    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.17e-16      0.00 7.061e-01 2.786e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.857 17.130 15.424 13.825 12.336 10.606 8.908 8.289 8.000
0.0152 0.01508 9.77815 0.2500000000 1.8403257998    0.250 -2.227  3.4919  4.982    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.81e-16      0.00 7.055e-01 2.792e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.337 16.021 14.462 12.897 11.542 9.966 8.429 7.807 7.529
0.0152 0.01508 9.77815 0.3000000119 1.9529139769    0.300 -2.064  3.5027  4.942    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -3.8e-16      0.00 7.052e-01 2.795e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.930 15.288 13.808 12.276 10.993 9.500 8.047 7.422 7.154
0.0152 0.01508 9.77815 0.3300637305 2.0094772907    0.330 -1.970  3.5080  4.910    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.72e-16      0.00 7.078e-01 2.769e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.694 14.900 13.455 11.941 10.692 9.238 7.824 7.197 6.933
0.0152 0.01508 9.77815 0.3500000238 2.0434175133    0.350 -1.911  3.5113  4.890    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -8e-16      0.00 7.090e-01 2.757e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.547 14.663 13.239 11.736 10.506 9.076 7.684 7.055 6.794
0.0152 0.01508 9.77815 0.4000000358 2.1185024810    0.400 -1.767  3.5224  4.848    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.28e-15      0.00 7.091e-01 2.756e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.187 14.048 12.670 11.194 10.022 8.671 7.351 6.716 6.464
