# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Thu Mar  2 17:06:09 CET 2023
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.01 -0.17553 9.84510 0.0900000036 1.0816895926    0.090 -3.388  3.3784  5.246    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.09e-17      0.00 7.221e-01 2.679e-01 1.798e-03 4.851e-04 4.400e-03 -1.000 1.000e-02 13.240 22.600 19.891 18.002 15.788 13.519 11.136 10.560 10.292
0.01 -0.17553 9.84510 0.0942828283 1.1214925747    0.094 -3.302  3.3909  5.230    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.96e-17      0.00 7.220e-01 2.680e-01 1.798e-03 4.851e-04 4.400e-03 -1.000 1.000e-02 13.025 22.356 19.664 17.779 15.571 13.305 10.922 10.346 10.076
0.01 -0.17553 9.84510 0.1000000015 1.1711064122    0.100 -3.193  3.4066  5.210    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.33e-17      0.00 7.218e-01 2.682e-01 1.798e-03 4.851e-04 4.400e-03 -1.000 1.000e-02 12.754 22.048 19.376 17.496 15.296 13.033 10.651 10.075 9.803
0.01 -0.17553 9.84510 0.1200000048 1.3193154741    0.120 -2.926  3.4408  5.159    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.13e-16      0.00 7.211e-01 2.689e-01 1.798e-03 4.851e-04 4.400e-03 -1.000 1.000e-02 12.086 20.066 17.810 16.032 14.140 12.088 10.045 9.457 9.173
0.01 -0.17553 9.84510 0.1400000006 1.4384526719    0.140 -2.745  3.4597  5.120    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.66e-16      0.00 7.205e-01 2.695e-01 1.798e-03 4.851e-04 4.400e-03 -1.000 1.000e-02 11.634 18.703 16.711 15.001 13.327 11.449 9.642 9.046 8.761
0.01 -0.17553 9.84510 0.1546993554 1.5127277504    0.155 -2.639  3.4698  5.098    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.08e-16      0.00 7.201e-01 2.699e-01 1.798e-03 4.851e-04 4.400e-03 -1.000 1.000e-02 11.367 17.995 16.126 14.450 12.883 11.099 9.401 8.802 8.520
0.01 -0.17553 9.84510 0.1599999964 1.5372931554    0.160 -2.603  3.4733  5.090    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.24e-16      0.00 7.200e-01 2.700e-01 1.798e-03 4.851e-04 4.400e-03 -1.000 1.000e-02 11.277 17.764 15.933 14.267 12.734 10.983 9.320 8.720 8.439
0.01 -0.17553 9.84510 0.1772611588 1.6104879398    0.177 -2.502  3.4819  5.068    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.75e-16      0.00 7.195e-01 2.705e-01 1.798e-03 4.851e-04 4.400e-03 -1.000 1.000e-02 11.026 17.163 15.427 13.786 12.335 10.669 9.091 8.489 8.211
0.01 -0.17553 9.84510 0.2000000030 1.6938790862    0.200 -2.384  3.4921  5.043    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -3.5e-16      0.00 7.190e-01 2.710e-01 1.798e-03 4.851e-04 4.400e-03 -1.000 1.000e-02 10.729 16.488 14.851 13.233 11.870 10.308 8.823 8.218 7.945
0.01 -0.17553 9.84510 0.2500000000 1.8403257998    0.250 -2.179  3.5066  4.993    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.31e-16      0.00 7.184e-01 2.716e-01 1.798e-03 4.851e-04 4.400e-03 -1.000 1.000e-02 10.216 15.511 13.992 12.419 11.160 9.723 8.346 7.738 7.474
